id,heading,series,subseries,set,tablenumber,provenience,year,context,chronology1,n_signs,signs_ws_joined
3951,KN X 9720 (-),X,-,-,9720,,,,-,3,sup. mut. ku-na-j̣ẹ
3952,KN X 9721 (-),X,-,-,9721,,,,-,9,sup. mut. .A vac. .B j̣ọ pa-ị inf. mut.
3953,KN X 9722 (-),X,-,-,9722,,,,-,4,sup. mut. ṭạ p̣ọ
3954,KN X 9723 (-),X,-,-,9723,,,,-,3,sup. mut. e-re-pa-ṭẹ
3955,KN C 9724 (-),C,-,-,9724,,,,-,3,BOS:ṃ inf. mut.
3956,KN Do 9726 + fr. (106?),D,o,-,9726,,,,LM IIIA1 or LM IIIA2 or LM IIIB,1,qi-
3957,KN X 9727 + fr. (-),X,-,-,9727,,,,-,5,sup. mut. ẉọ-qo-jo inf. mut.
3958,KN X 9728 (-),X,-,-,9728,,,,-,3,sup. mut. ra
3959,KN X 9729 (-),X,-,-,9729,,,,-,5,sup. mut. -mi inf. mut.
3960,KN X 9730 + fr. (-),X,-,-,9730,,,,-,3,sup. mut. -ṛạ-ḳị
3961,KN X 9731 (-),X,-,-,9731,,,,-,1,ṛạ-ṭọ
3962,KN X 9732 (-),X,-,-,9732,,,,-,1,ṛạ-ṭọ
3963,KN X 9733 (-),X,-,-,9733,,,,-,3,ạ3- inf. mut.
3964,KN X 9734 (-),X,-,-,9734,,,,-,5,sup. mut. ṭọ-ro-qa inf. mut.
3965,KN Bg 9735 (137?),B,g,-,9735,,,,LM IIIA1 or LM IIIA2 or LM IIIB,2,ạ-pu-ḍọ[-si po-]ni-ki[-jo
3966,KN X 9736 + 9799 (-),X,-,-,9736,,,,-,6,sup. mut. e-re-pa-]te-j̣ọ-p̣ị vest. inf. mut.
3967,KN X 9737 (-),X,-,-,9737,,,,-,1,-ni-j̣ạ
3968,KN X 9738 (-),X,-,-,9738,,,,-,5,sup. mut. to-so inf. mut.
3969,KN X 9739 (-),X,-,-,9739,,,,-,3,sup. mut. -ẉạ
3970,KN U 9740 (-),U,-,-,9740,,,,-,4,sup. mut. -we ḌỊ±P̣ṬẸ
3971,KN Og 9741 (-),O,g,-,9741,,,,-,4,sup. mut. 1̣ Ṃ
3972,KN X 9742 (-),X,-,-,9742,,,,-,3,sup. mut. ạ3-ze
3973,KN X 9743 (-),X,-,-,9743,,,,-,3,20 inf. mut.
3974,KN X 9744 (-),X,-,-,9744,,,,-,6,sup. mut. 5̣ 2̣ inf. mut.
3975,KN Dl(1) 9745 (118?),D,l,1,9745,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,sup. mut. 3̣
3976,KN X 9746 (-),X,-,-,9746,,,,-,3,40 inf. mut.
3977,KN X 9747 (-),X,-,-,9747,,,,-,4,1̣ ṭẹ-ọ inf. mut.
3978,KN X 9749 (-),X,-,-,9749,,,,-,3,sup. mut. 30
3979,KN Dl(1a) 9750 + 9819 (118),D,l,1a,9750,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,vac. 5̣0 vest.
3980,KN X 9751 (-),X,-,-,9751,,,,-,3,sup. mut. 30
3981,KN X 9752 (-),X,-,-,9752,,,,-,5,sup. mut. 4̣0̣ inf. mut.
3982,KN X 9753 (-),X,-,-,9753,,,,-,5,sup. mut. 2̣ inf. mut.
3983,KN E 9754 + 9827 + 9857 + 9908 (-),E,-,-,9754,,,,-,6,wa pe GRA 50 G̣ṚẠ 25
3984,KN X 9755 (-),X,-,-,9755,,,,-,5,sup. mut. 20 inf. mut.
3985,KN X 9756 (-),X,-,-,9756,,,,-,3,sup. mut. 2
3986,KN X 9757 (-),X,-,-,9757,,,,-,3,vest. lat. inf.
3987,KN X 9758 (-),X,-,-,9758,,,,-,4,vac. vac. lat. inf.
3988,KN X 9759 (-),X,-,-,9759,,,,-,1,vac.
3989,KN X 9760 (-),X,-,-,9760,,,,-,3,vest. inf. mut.
3990,KN Do 9761 + frr. (106),D,o,-,9761,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,sup. mut. ṣẹ ỌṾỊṢ:f
3991,KN Dl(1a) 9764 (118),D,l,1a,9764,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,:ṃ inf. mut.
3992,KN Ch 9765 + 9875 + fr. (110?),C,h,-,9765,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,sup. mut. ZE 1
3993,KN C 9766 (-),C,-,-,9766,,,,-,3,ḄỌṢ:x inf. mut.
3994,KN D 9767 (-),D,-,-,9767,,,,-,4,1̣0̣0̣ ỌṾỊṢ:x[̣ inf. mut.
3995,KN D 9769 (-),D,-,-,9769,,,,-,5,ḳị OVIS 2̣0̣ inf. mut.
3996,KN D 9770 (-),D,-,-,9770,,,,-,3,ỌṾỊṢ:x inf. mut.
3997,KN Od 9771 (-),O,d,-,9771,,,,-,3,ḶẠṆẠ inf. mut.
3998,KN Od 9772 (-),O,d,-,9772,,,,-,3,sup. mut. ḶẠṆẠ
3999,KN Od 9773 (-),O,d,-,9773,,,,-,3,ḶẠṆẠ inf. mut.
4000,KN Od 9774 (-),O,d,-,9774,,,,-,3,ḶẠṆẠ inf. mut.
4001,KN Og 9776 (-),O,g,-,9776,,,,-,4,Ṇ 1 inf. mut.
4002,KN X 9777 (-),X,-,-,9777,,,,-,6,sup. mut. ḳạ vac. inf. mut.
4003,KN X 9779 (-),X,-,-,9779,,,,-,3,sup. mut. -ẉọ
4004,KN X 9780 (-),X,-,-,9780,,,,-,5,sup. mut. ụ inf. mut.
4005,KN X 9781 + fr. (-),X,-,-,9781,,,,-,3,sup. mut. j̣ạ
4006,KN X 9783 (-),X,-,-,9783,,,,-,5,sup. mut. j̣ạ inf. mut.
4007,KN X 9784 (-),X,-,-,9784,,,,-,3,sup. mut. ka-
4008,KN X 9785 (-),X,-,-,9785,,,,-,5,sup. mut. ḳẹ inf. mut.
4009,KN X 9786 (-),X,-,-,9786,,,,-,5,sup. mut. ị- inf. mut.
4010,KN X 9787 (-),X,-,-,9787,,,,-,5,sup. mut. ṃẹ- inf. mut.
4011,KN X 9788 (-),X,-,-,9788,,,,-,1,ọ-[•~•
4012,KN X 9790 (-),X,-,-,9790,,,,-,3,̣ḳụ inf. mut.
4013,KN X 9791 (-),X,-,-,9791,,,,-,6,sup. mut. ro 1̣ inf. mut.
4014,KN X 9792 (-),X,-,-,9792,,,,-,5,sup. mut. ṭị inf. mut.
4015,KN Do 9793 (106?),D,o,-,9793,,,,LM IIIA1 or LM IIIA2 or LM IIIB,1,ḍạ-u-ṭạ[-ro
4016,KN X 9794 (-),X,-,-,9794,,,,-,6,sup. mut. vest. ẉạ- inf. mut.
4017,KN X 9795 (-),X,-,-,9795,,,,-,4,sup. mut. deest ạ-
4018,KN X 9796 (-),X,-,-,9796,,,,-,5,sup. mut. ẉẹ inf. mut.
4019,KN X 9797 (-),X,-,-,9797,,,,-,3,we- inf. mut.
4020,KN X 9798 (-),X,-,-,9798,,,,-,1,-we
4021,KN X 9800 (-),X,-,-,9800,,,,-,5,sup. mut. ẉọ inf. mut.
4022,KN Ai 9802 (-),A,i,-,9802,,,,-,8,sup. mut. vest. Ṭ 1 ḳọ-ẉọ inf. mut.
4023,KN Sc 9803 + fr. (-),S,c,-,9803,,,,-,6,sup. mut. ẸQ̣Ụ ZE inf. mut.
4024,KN X 9804 (-),X,-,-,9804,,,,-,3,sup. mut. *5̣6̣
4025,KN X 9805 (-),X,-,-,9805,,,,-,3,sup. mut. vest.
4026,KN X 9806 (-),X,-,-,9806,,,,-,3,-ṣẹ-ạ3 inf. mut.
4027,KN X 9809 (-),X,-,-,9809,,,,-,5,sup. mut. vest. inf. mut.
4028,KN X 9810 (-),X,-,-,9810,,,,-,5,sup. mut. vest. inf. mut.
4029,KN X 9811 (-),X,-,-,9811,,,,-,3,sup. mut. vest.
4030,KN X 9813 (-),X,-,-,9813,,,,-,5,sup. mut. vest. inf. mut.
4031,KN X 9814 (-),X,-,-,9814,,,,-,6,.A vest. .B vest. inf. mut.
4032,KN X 9815 (-),X,-,-,9815,,,,-,6,sup. mut. .A vest. .B vest.
4033,KN X 9816 + frr. (-),X,-,-,9816,,,,-,6,sup. mut. ẉọ vac. inf. mut.
4034,KN X 9817 (-),X,-,-,9817,,,,-,6,sup. mut. vac. vest. inf. mut.
4035,KN X 9818 (-),X,-,-,9818,,,,-,6,sup. mut. vest. vac. inf. mut.
4036,KN X 9820 (-),X,-,-,9820,,,,-,5,sup. mut. vest. inf. mut.
4037,KN X 9821 (-),X,-,-,9821,,,,-,5,"sup. mut. vest. ,̣ vest."
4038,KN X 9822 (-),X,-,-,9822,,,,-,3,sup. mut. vest.
4039,KN X 9824 (-),X,-,-,9824,,,,-,5,sup. mut. 40 inf. mut.
4040,KN X 9825 + frr. (-),X,-,-,9825,,,,-,6,sup. mut. 6̣0̣ vac. inf. mut.
4041,KN X 9826 (-),X,-,-,9826,,,,-,3,j̣ọ inf. mut.
4042,KN X 9828 (-),X,-,-,9828,,,,-,5,sup. mut. 4̣0̣ inf. mut.
4043,KN X 9829 (-),X,-,-,9829,,,,-,5,sup. mut. 2̣ inf. mut.
4044,KN X 9830 (-),X,-,-,9830,,,,-,3,sup. mut. 2̣
4045,KN X 9831 (-),X,-,-,9831,,,,-,5,sup. mut. 2̣ inf. mut.
4046,KN X 9832 (-),X,-,-,9832,,,,-,4,sup. mut. 2̣0̣ 5̣
4047,KN X 9833 (-),X,-,-,9833,,,,-,1,vacat
4048,KN X 9834 (-),X,-,-,9834,,,,-,1,deest
4049,KN X 9835 (-),X,-,-,9835,,,,-,3,sup. mut. vac.
4050,KN X 9836 (-),X,-,-,9836,,,,-,3,vac. inf. mut.
4051,KN X 9837 (-),X,-,-,9837,,,,-,3,sup. mut. vest.
4052,KN E 9840 (-),E,-,-,9840,,,,-,4,GRA 3̣0 inf. mut.
4053,KN Dl(1a) 9841 (118),D,l,1a,9841,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,']-q̣ọ-ṇọ-j̣ọ' OVIS:f 3̣0̣ ki OVIS:ṃ
4054,KN X 9842 (-),X,-,-,9842,,,,-,6,sup. mut. 1̣ 1̣ inf. mut.
4055,KN Od 9843 (-),O,d,-,9843,,,,-,3,LANA inf. mut.
4056,KN Wb 9844 (-),W,b,-,9844,,,,-,5,sup. mut. ḳị inf. mut.
4057,KN X 9846 (-),X,-,-,9846,,,,-,1,̣ḍạ-mo
4058,KN X 9848 (-),X,-,-,9848,,,,-,6,sup. mut. ṇọ de- inf. mut.
4059,KN X 9849 (-),X,-,-,9849,,,,-,3,sup. mut. *4̣7̣-ṣọ
4060,KN X 9850 (-),X,-,-,9850,,,,-,5,sup. mut. ja-ko- inf. mut.
4061,KN Og 9851 (-),O,g,-,9851,,,,-,6,-jo 1̣ P̣ 1̣ inf. mut.
4062,KN X 9852 (-),X,-,-,9852,,,,-,3,ḳạ inf. mut.
4063,KN X 9853 (-),X,-,-,9853,,,,-,3,sup. mut. -ko-ro
4064,KN X 9854 (-),X,-,-,9854,,,,-,3,-ṃạ inf. mut.
4065,KN X 9855 (-),X,-,-,9855,,,,-,5,sup. mut. -ẉọ- inf. mut.
4066,KN X 9856 (-),X,-,-,9856,,,,-,5,sup. mut. ṃẹ-si inf. mut.
4067,KN X 9858 (-),X,-,-,9858,,,,-,5,sup. mut. -qo- inf. mut.
4068,KN X 9861 (-),X,-,-,9861,,,,-,1,-ro
4069,KN X 9863 (-),X,-,-,9863,,,,-,1,ṭẹ
4070,KN X 9864 (-),X,-,-,9864,,,,-,5,sup. mut. ṭẹ inf. mut.
4071,KN X 9865 (-),X,-,-,9865,,,,-,4,j̣ọ ti-ṛị inf. mut.
4072,KN X 9866 (-),X,-,-,9866,,,,-,3,ṭọ inf. mut.
4073,KN X 9867 (-),X,-,-,9867,,,,-,3,wi inf. mut.
4074,KN X 9868 (-),X,-,-,9868,,,,-,3,sup. mut. *56-ko-ẉẹ
4075,KN X 9869 (-),X,-,-,9869,,,,-,3,70 inf. mut.
4076,KN X 9870 (-),X,-,-,9870,,,,-,4,2 ̣ 1 ̣
4077,KN X 9871 (-),X,-,-,9871,,,,-,2,1 ̣
4078,KN X 9872 (-),X,-,-,9872,,,,-,3,ja- inf. mut.
4079,KN X 9873 (-),X,-,-,9873,,,,-,5,sup. mut. 3̣ inf. mut.
4080,KN L 9874 (-),L,-,-,9874,,,,-,3,sup. mut. TELA;1̣+[•
4081,KN X 9876 (-),X,-,-,9876,,,,-,3,vacat inf. mut.
4082,KN X 9877 (-),X,-,-,9877,,,,-,1,1̣
4083,KN Gm 9878 (-),G,m,-,9878,,,,-,7,sup. mut. VIN ṾỊṆ 1̣ inf. mut.
4084,KN X 9879 + fr. (-),X,-,-,9879,,,,-,2,sup. mut.
4085,KN X 9881 (-),X,-,-,9881,,,,-,3,sup. mut. vest.
4086,KN X 9882 (-),X,-,-,9882,,,,-,3,sup. mut. vest.
4087,KN X 9883 + frr. (-),X,-,-,9883,,,,-,2,deest v.
4088,KN Do 9884 + frr.(8) (106?),D,o,-,9884,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,vest. inf. mut.
4089,KN Do 9885 + frr.(4) (106?),D,o,-,9885,,,,LM IIIA1 or LM IIIA2 or LM IIIB,8,sup. mut. .A vac. OVIS:x .B ẉọ OVIS:m
4090,KN Og 9886 (-),O,g,-,9886,,,,-,4,sup. mut. vest. Ṃ
4091,KN D 9887 (-),D,-,-,9887,,,,-,4,ỌṾỊṢ:f̣ 20 inf. mut.
4092,KN X 9888 (-),X,-,-,9888,,,,-,4,sup. mut. ỌṾỊṢ:f̣ 1̣
4093,KN Od 9890 (-),O,d,-,9890,,,,-,4,sup. mut. o LANA
4094,KN Od 9891 (-),O,d,-,9891,,,,-,3,ḶẠṆẠ inf. mut.
4095,KN X 9892 (-),X,-,-,9892,,,,-,3,q̣ạ-ṇọ inf. mut.
4096,KN X 9893 (-),X,-,-,9893,,,,-,6,sup. mut. jạ vac. inf. mut.
4097,KN X 9894 (-),X,-,-,9894,,,,-,3,j̣ạ-ḳọ inf. mut.
4098,KN X 9895 + fr. (-),X,-,-,9895,,,,-,4,sup. mut. j̣ạ-ẉọ vac.
4099,KN X 9896 (-),X,-,-,9896,,,,-,2,1̣0̣0̣ deest
4100,KN X 9897 (-),X,-,-,9897,,,,-,3,ṃọ inf. mut.
4101,KN X 9898 (-),X,-,-,9898,,,,-,3,sup. mut. -ṛọ
4102,KN X 9899 (-),X,-,-,9899,,,,-,5,sup. mut. p̣ụ2- inf. mut.
4103,KN X 9900 (-),X,-,-,9900,,,,-,3,-ṛị-ṭọ inf. mut.
4104,KN X 9901 (-),X,-,-,9901,,,,-,3,ri-j̣ạ inf. mut.
4105,KN X 9902 (-),X,-,-,9902,,,,-,6,sup. mut. ta ja inf. mut.
4106,KN X 9903 (-),X,-,-,9903,,,,-,5,sup. mut. ṛọ inf. mut.
4107,KN X 9904 (-),X,-,-,9904,,,,-,5,sup. mut. ta-ṛọ inf. mut.
4108,KN X 9905 (-),X,-,-,9905,,,,-,3,-ṭạ- inf. mut.
4109,KN Ai(3) 9906 + 9932 (204??),A,i,3,9906,,,,-,6,"sup. mut. ,̣ do-ẹ inf. mut."
4110,KN U 9907 + frr.(11) (-),U,-,-,9907,,,,-,5,sup. mut. 'ẠỤṚ' *260 ṭọ
4111,KN X 9909 (-),X,-,-,9909,,,,-,3,ẉị-na-j̣ọ inf. mut.
4112,KN X 9910 (-),X,-,-,9910,,,,-,6,sup. mut. ẉọ vest. inf. mut.
4113,KN X 9911 (-),X,-,-,9911,,,,-,5,sup. mut. *5̣6̣ inf. mut.
4114,KN X 9912 (-),X,-,-,9912,,,,-,3,1̣0̣0̣ inf. mut.
4115,KN X 9913 (-),X,-,-,9913,,,,-,5,sup. mut. -j̣ạ inf. mut.
4116,KN X 9914 (-),X,-,-,9914,,,,-,3,1̣0̣ inf. mut.
4117,KN X 9915 (-),X,-,-,9915,,,,-,5,sup. mut. 1̣0̣ inf. mut.
4119,KN X 9917 + 9928 + fr. (-),X,-,-,9917,,,,-,5,sup. mut. vest. •̣-•̣ vest.
4120,KN L 9918 (-),L,-,-,9918,,,,-,7,sup. mut. ṬẸḶẠ 1̣ 1̣ inf. mut.
4121,KN X 9920 (-),X,-,-,9920,,,,-,5,sup. mut. 1̣ inf. mut.
4122,KN X 9921 (-),X,-,-,9921,,,,-,3,1̣ inf. mut.
4123,KN X 9922 + 10069 (-),X,-,-,9922,,,,-,6,sup. mut. ṭị- vac. inf. mut.
4124,KN Uf 9923 + fr. (-),U,f,-,9923,,,,-,7,sup. mut. ḌẠ 1̣ P̣Ạ inf. mut.
4125,KN X 9924 + fr. (-),X,-,-,9924,,,,-,3,ụ- inf. mut.
4126,KN X 9927 (-),X,-,-,9927,,,,-,3,sup. mut. 1̣
4127,KN X 9929 (-),X,-,-,9929,,,,-,3,sup. mut. p̣ạ
4128,KN X 9931 (-),X,-,-,9931,,,,-,3,sup. mut. vac.
4129,KN Sd 9933 (128),S,d,-,9933,,,,LM IIIA1 or LM IIIA2 or LM IIIB,4,CUR 1 inf. mut.
4130,KN Sd 9934 (128),S,d,-,9934,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,sup. mut. ̣i-qi[-ja
4131,KN Xf 9935 (-),X,f,-,9935,,,,-,3,ḍụ inf. mut.
4132,KN Sd 9936 (128),S,d,-,9936,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,sup. mut. ị[-qi-ja
4133,KN Sd 9937 (128?),S,d,-,9937,,,,LM IIIA1 or LM IIIA2 or LM IIIB,1,ị[-qi-ja
4134,KN L 9938 (-),L,-,-,9938,,,,-,3,ṬẸḶẠ;x inf. mut.
4135,KN Sd 9939 (128?),S,d,-,9939,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,sup. mut. ị[-qi-ja
4136,KN Mc 9940 (-),M,c,-,9940,,,,-,3,ṭọ inf. mut.
4137,KN Mc 9941 (132?),M,c,-,9941,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,1̣1̣ inf. mut.
4138,KN Mc 9942 (132?),M,c,-,9942,,,,LM IIIA1 or LM IIIA2 or LM IIIB,3,1̣0̣ inf. mut.
4139,KN Xf 9944 (-),X,f,-,9944,,,,-,3,vest. inf. mut.
4140,KN Xf 9945 + fr. (-),X,f,-,9945,,,,-,2,1̣ vac.
4141,KN Xf 9946 (-),X,f,-,9946,,,,-,4,sup. mut. vac. vac.
4142,KN Xf 9947 (-),X,f,-,9947,,,,-,3,sup. mut. 3̣4̣
4143,KN X 8841 (-),X,-,-,8841,,,,-,3,vacat v. vestigia
4144,KN Xd 10001 (124?),X,d,-,10001,,,,-,1,vac.
4145,KN X 10002 [+] fr. (-),X,-,-,10002,,,,-,4,sup. mut. vest. vest.
4146,KN Ai(4) 10005 + 10006 + fr. (205?),A,i,4,10005,,,,-,3,sup. mut. ḳọ-
4147,KN X 10009 (-),X,-,-,10009,,,,-,1,vac.
4148,KN X 10011 (-),X,-,-,10011,,,,-,7,sup. mut. vacat vacat vac. inf. mut.
4149,KN Dv 10012 (117),D,v,-,10012,,,,LM IIIA2 or LM IIIB,1,1̣0̣0̣
4150,KN Bk 10023 (104),B,k,-,10023,,,,LM IIIA1 or LM IIIA2 or LM IIIB,6,sup. mut. VIR -ṭẹ inf. mut.
4151,KN Bk 10024 (104),B,k,-,10024,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,sup. mut. -ṇọ inf. mut.
4152,KN Bk 10025 (104),B,k,-,10025,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,sup. mut. ṾỊṚ inf. mut.
4153,KN X 10026 (-),X,-,-,10026,,,,-,3,sup. mut. 1̣
4154,KN X 10028 (-),X,-,-,10028,,,,-,5,sup. mut. ẉọ inf. mut.
4155,KN Bk 10036 (104),B,k,-,10036,,,,LM IIIA1 or LM IIIA2 or LM IIIB,5,sup. mut. ṾỊṚ inf. mut.
4156,KN X 10073 + 10087 + 10095 + frr. (-),X,-,-,10073,,,,-,4,ḍạ vest. inf. mut.
4157,KN X 10080 + 10125 + fr. (-),X,-,-,10080,,,,-,3,-ṇẹ-ja inf. mut.
4158,KN X 10089 (-),X,-,-,10089,,,,-,3,4̣ inf. mut.
4159,KN X 10100 (-),X,-,-,10100,,,,-,2,vest. ḳọ
4160,KN X 10103 + 10108 + fr. (-),X,-,-,10103,,,,-,1,ki-ṣụ-
4162,KN X 10107 (-),X,-,-,10107,,,,-,5,sup. mut. vest. inf. mut.
4163,KN X 10113 (-),X,-,-,10113,,,,-,6,sup. mut. vest. vac. inf. mut.
4164,KN X 10120 + frr. (-),X,-,-,10120,,,,-,3,sup. mut. vest.
4165,PY Aa 60 $60$ (4),A,a,1,60,,,,LH IIIB2/LH IIIC,11,e-wi-ri-pi-ja MUL 16 ko-wa 11 ko-wo 7 DA 1 TA 1
4166,PY Aa 61 $60$ (4),A,a,1,61,,,,LH IIIB2/LH IIIC,12,pu-ro ze-pu2-ra3 MUL 26 ko-wa 15 ko-wo 10 DA 1 TA 1
4167,PY Aa 62 $60$ (4),A,a,1,62,,,,LH IIIB2/LH IIIC,7,me-re-ti-ri-ja MUL 7̣ ko-wa 10 ko-wo 6
4168,PY Aa 63 $60$ (4),A,a,1,63,,,,LH IIIB2/LH IIIC,11,ki-ma-ra MUL 3 ko-wa 5 ko-wo 4 DA 1 TA 1
4169,PY Aa 76 $60$ (4),A,a,1,76,,,,LH IIIB2/LH IIIC,11,po-to-ro-wa-pi MUL 4 ko-wa 4 ko-wo 3 DA 1 TA 1
4170,PY Aa 85 $60$ (4),A,a,1,85,,,,LH IIIB2/LH IIIC,11,a-ke-ti-ri-ja MUL 12 ko-wa 16 ko-wo 8 DA 1 TA 1
4171,PY Aa 89 $60$ (4),A,a,1,89,,,,LH IIIB2/LH IIIC,9,ạ-ra-ka-te-ja MUL 37 ko-wa 26 ko-wo 16 TA 1
4172,PY Aa 93 $60$ (4),A,a,1,93,,,,LH IIIB2/LH IIIC,11,ke-e MUL 6 ko-wa 9 ko-wo 6 DA 1 TA 1
4173,PY Aa 94 $60$ (4),A,a,1,94,,,,LH IIIB2/LH IIIC,11,e-pi-ko-o MUL 14 ko-wa 5̣ ko-wo 8 DA 1 TA 1
4174,PY Aa 95 + fr. $60$ (4),A,a,1,95,,,,LH IIIB2/LH IIIC,11,e-pi-jo-ta-na MUL 8 ko-wa 8 ko-wo 7 DA 1 TA 1
4175,PY Aa 96 $60$ (4),A,a,2,96,,,,LH IIIB2/LH IIIC,9,da-ṃị[-ni-ja MUL 1̣ ko-wa 13 DA 1 TA 1
4176,PY Aa 98 $60$ (4),A,a,1,98,,,,LH IIIB2/LH IIIC,7,no-ri-wo-ko MUL 8 ko-wa 10 ko-wo 5̣
4177,PY Aa 240 $240$ (1),A,a,2,240,,,,LH IIIB2/LH IIIC,9,a-ra-ka-te-ja MUL 21 ko-wa 25 ko-wo 4 TA 1
4178,PY Aa 313 $240$ (1),A,a,2,313,,,,LH IIIB2/LH IIIC,11,o-ti-ri-ja MUL 21 ko-wa 12 ko-wo 8 DA 1 TA 1
4179,PY Aa 354 $240$ (1),A,a,2,354,,,,LH IIIB2/LH IIIC,9,ko-ro-ki-ja MUL 8 ko-wa 4 ko-wo 1 DA 1
4180,PY Aa 506 $240$ (1),A,a,2,506,,,,LH IIIB2/LH IIIC,4,ku-te-ra3 MUL 28 ko-wa
4181,PY Aa 662 $240$ (1),A,a,2,662,,,,LH IIIB2/LH IIIC,7,pa-ke-te-ja MUL 9 ko-wa 5 ko-wo 11̣
4182,PY Aa 695 $240$ (1),A,a,2,695,,,,LH IIIB2/LH IIIC,11,ne-we-wi-ja MUL 21 ko-wa 10 ko-wo 6 DA 1 TA 1
4183,PY Aa 699 $240$ (1),A,a,2,699,,,,LH IIIB2/LH IIIC,11,ti-nwa-si-ja MUL 9 ko-wa 4 ko-wo 3 DA 1 TA 1
4184,PY Aa 701 $240$ (1),A,a,2,701,,,,LH IIIB2/LH IIIC,11,a-*64-ja MUL 35 ko-wa 11 ko-wo 1̣4 DA 1 TA 1
4185,PY Aa 717 $240$ (1),A,a,2,717,,,,LH IIIB2/LH IIIC,12,ro-u-so a-ke-ti-ri-ja MUL 32 ko-wa 18 ko-wo 8 DA 1 TA 1
4186,PY Aa 752 + fr. $240$ (1),A,a,2,752,,,,LH IIIB2/LH IIIC,9,me-ta-p̣ạ MUL 7 ko-wa 3 ko-wo 3 TA 1
4187,PY Aa 759 $240$ (1),A,a,2,759,,,,LH IIIB2/LH IIIC,8,ḳọ-wa 2 ko-wo 4 DA 1 TA 1
4188,PY Aa 762 $240$ (1),A,a,2,762,,,,LH IIIB2/LH IIIC,12,ke-re-za we-we-si-je-ja MUL 22 ko-wa 6 ko-wo 11 DA 1 TA 1
4189,PY Aa 764 $240$ (1),A,a,2,764,,,,LH IIIB2/LH IIIC,7,me-re-ti-ri-ja MUL 6 ko-wa 8 ko-wo 1
4190,PY Aa 770 $240$ (1),A,a,2,770,,,,LH IIIB2/LH IIIC,9,ki-si-wi-ja MUL 6 ko-wa 4 ko-wo 6 TA 1
4191,PY Aa 772 $240$ (1),A,a,2,772,,,,LH IIIB2/LH IIIC,7,e-u-de-we-ro MUL 6 ko-wo 4 TA 1
4192,PY Aa 775 + fr. [+] 956 $240$ (1),A,a,2,775,,,,LH IIIB2/LH IIIC,11,ọ-wi-to-ṇọ MUL 4̣ ko-wa 2 ko-wo 10 DA 1 TA 1
4193,PY Aa 777 $240$ (1),A,a,2,777,,,,LH IIIB2/LH IIIC,12,e-ke-ro-qo-no o-pi-ro-qo MUL 7 ko-wa 3 ko-wo 4 DA 1 TA 1
4194,PY Aa 779 $240$ (1),A,a,2,779,,,,LH IIIB2/LH IIIC,10,me-ta-pa MUL 3 ko-wo 1 TA 1 lat. inf. a-te-re-wi-ja
4195,PY Aa 783 $240$ (1),A,a,2,783,,,,LH IIIB2/LH IIIC,11,re-wo-to-ro-ko-wo MUL 38 ko-wa 13 ko-wo 15 DA 1 TA 1
4196,PY Aa 785 $240$ (1),A,a,2,785,,,,LH IIIB2/LH IIIC,5,a-da-ra-te-ja MUL 1 TA 1
4197,PY Aa 786 $240$ (1),A,a,2,786,,,,LH IIIB2/LH IIIC,9,ne-wo-pe-o MUL 8 ko-wa 3 ko-wo 2 TA 1
4198,PY Aa 788 $240$ (1),A,a,2,788,,,,LH IIIB2/LH IIIC,11,ka-pa-ra2-de MUL 24 ko-wa 8 ko-wo 2 DA 1 TA 1
4199,PY Aa 792 $240$ (1),A,a,2,792,,,,LH IIIB2/LH IIIC,11,ki-ni-di-ja MUL 21 ko-ẉạ 12 ko-wo 10 DA 1 TA 1
4200,PY Aa 795 $240$ (1),A,a,2,795,,,,LH IIIB2/LH IIIC,9,pa-wo-ke MUL 4 ko-wa 2 ko-wo 1 TA 1
4201,PY Aa 798 $240$ (1),A,a,2,798,,,,LH IIIB2/LH IIIC,12,ro-u-so mi-ra-ti-ja MUL 54 ko-wa 35 ko-wo 22 DA 1 TA 1
4202,PY Aa 804 $240$ (1),A,a,2,804,,,,LH IIIB2/LH IIIC,9,a-pi-qo-ro MUL 32 ko-wa 26 ko-wo 15 TA 1
4203,PY Aa 807 $240$ (1),A,a,2,807,,,,LH IIIB2/LH IIIC,12,ke-re-za ra-wi-ja-ja MUL 26 ko-wa 7 ko-wo 7 DA 1 TA 1
4204,PY Aa 815 $240$ (1),A,a,2,815,,,,LH IIIB2/LH IIIC,11,a-ke-ti-ra2 MUL 38 ko-wa 33 ko-wo 16 DA 1 TA 1
4205,PY Aa 854 $240$ (1),A,a,2,854,,,,LH IIIB2/LH IIIC,2,e-ke[-ro-qo-no MUL
