entry_id,page,languages,n_languages,n_forms,raw_text
3283,163,"Mand.,Skt.,Tu.,Te.,Ta.,Ma.,Ka.,Ko.,Ga.,Go.,Kui,Kuwi,Kol.,Kur.",14,29,"Ta. tukal dust, particle of dust, pollen; fault, moral defect; tit dust, powder, particle, pollen; taci, tlcu dust. Ma. til dust; tli id., husk; tiluka to be reduced to dust, rise as dust, make like dust; vellam t. water to break or fall into spray, spray to rise; dhaluka to fly about as dust, wind to blow, Ko. tu+j dust. Ka. dil(u) dust, powder, pollen. Kog. du-li dust. Tu. dulu, dhttu dust; diisu fine powder; diiselu powder, dust; powdered, dusty. Te. digara dust, dirt, soot. Kol. tu-k dust, (Kin.) earth, clay. Nk. tik earth, clay. Pa, ttlk, (S) ttkud id., soil; dot- (dust) to rise. Ga, (Oll.) ttkur earth, clay. Go. (Tr. W.) tori, (A. Y. Ch.) tori, (Ph.) tori, (G.) tori, torei, (Mu.) tori, toriy, tari earth, soil; (Ma.) tori id., clay; (M.) tori dust; (S.) tori soil (Voc. 1826); (ASu.) tori dry clay, cleansing mud. Mand. tulve earth, soil. {Some items, .e.g. Ma. dhtluka, Tu. datu, dhalu, have been influenced by Skt. dhili- dust, powder, pollen (for the etymology of which, see Turner, CDIAL, no. 6835). Direct loans from Skt. dhtili- include: Ta. tli, Ma. tli (?also ‘husk’), dhtli, dhili, dhilikka (= ttluka), Ka. dhuli, dhuli, dali. Tu. dili (also ‘a despicable person’), Ga. (P. S.?) duli, Konda duli, Kui deli, Kuwi (Su. P.) dali, Kur. dhtlli. DED (S) 2776, 2778, DEDS 525, 555."
3284,163,"Te.,Ta.,Ka.,Kui",4,8,"Ta. tukir red coral, coral seaweed; tuvar coral, red colour, scarlet, red ochre; Cpp-, -tt-) to be red; tuvari salmon colour (as of an ascetic’s dress), flower of silk-cotton tree; Cpp-, -tt-) to dye with salmon colour; tuppu red coral, gum lac, red, redness; tOrai pale reddish colour. Ka. togaru red colour, scarlet. Te. togaru red colour, thread of a red colour; red; dora reddish, half-ripe. ? Kui ttgu blood, bloody fluid. Cf. 3553 Ta. tdmpu. DED(S) 2686."
3285,163,"Skt.,Ta.,Ma.,Ka.",4,12,"Ta. tukil, tuyil fine cloth, rich attire, Ma. tukil, tuyil cloth, dress. Ka. dukula, dugula, dukola woven silk, very fine cloth or raiment. /Cf. Skt. duktla- (whence Ka. duktla-, etc.); Turner, CDIAL, no. 6389, DED 2687,"
3286,163,"Ta.,Ka.",2,3,"Ka. (Jenu Kuruba, LSB 4.12) duku, (HavS.) daku, (Bark.) ditki, (Coorg) ditku to push (or with 3722 Ta. ntkku). Kur, tukkna to give a push to, shove. Malt, tuke to push, remove. DED(N) 2689."
3287,163,"Tu.,Te.,Ka.",3,4,"Ka. tufge, tunga a grass the root of which is a fragrant bulb and is imagined to contain a pearly substance. Tu. tungayi a fragrant kind of grass. Te. tuhga Cyperus rorunidus. Pa, tunga a kind of grass. DED"
3288,163,"Malt.,Te.,Kol.,Kur.",4,7,"Te. (K.) dusuku to slip, slide (as a ticd knot, soniething held in hand, foot in clay, etc.); (Sahk. K.) dusikil(@)u to slip, slide. Kur, tusUgna (tusgyas) to loosen threads that are knit, undo a piece of plaited straw, tamper with, unsettle, derange something Seay bound up; refl-pass. tusg4ma. DED ; 3289 Kur, (Mirdha dial., BB 1958) tuska iguana. Malt. tusge a kind of lizard. ? Cf. 2977 Kol. dokke. From DED(S) 2415. 3290 Kur. tussna to be about to cry, grunt, let escape a suppressed groan, ask for in a whisper. Malt. tuse to snort. DED 2692."
3291,163,"Mand.,Ta.,Ka.,To.,Pa.,Go.,Kui,Kuwi,Pe.,Br.",10,29,"Ta. tuficu (tufici-) to sleep, doze, slumber, rest without work, be drowsy, sluggish, indolent, droop, die, perish, dim- inish, decrease, abide, stay, settle, hang (intr.); tuficinar the dead (cuphemistically); tuyil (tuyilv-, tuyinr-) to sleep, abide, stay, set as the sun, die; m. sleep, dream, death, abiding, staying, cohabitation; tuyilvu, tuyirci sleep; tuyirru (tuyirri-) to put to sleep, cause to stay. Ma, tuficuka to be entangled, sleep, die, remain as money in the pocket; tuyil sleep; tuyiluka to sleep. ? Kd, tugu-r- (tugu-c-) to fall asleep while talking. To. tii-s sleep (? verb or noun; in story phrase: to-r tii-s widska+ ‘has the man quit sleeping?’); ? tu-s- (tu-sy-) to become useless or damaged, (woman) is not married. Ka. sundu to lie down, repose, sleep, lie with; n. coition: susil sexual embrace. Pa. tuii-, (S.) ecufi- to sleep; tufiip- (tufit-) to put to sleep. Ga, (OIL) tufi-, (P.) tuyy- to go to sleep; (S.) tun sleep. Go. (W. Ph.) sunj-, (G. L. M) hunjana to sleep; (Mu.) hunj- id., lie down; caus. hunjih-; (Ma. Ko.) unj- to sleep; (Mu.) huskar sleep (Voc. 3437); (Elwin) huskar, (Ma.) uskay, uskand id. (Voc. 3578); (LuS.) hunchkaree id. Konda (Sova dial.) sus- (-t-) to sleep; (BB) sunz- (-it-) id.; (BB) stskanku sleepiness, sleepy. eyes. Pe. hunj- (hunc-) to sleep; jtc- (jlec-) to close the eyes, Mand. hunj- to sleep; hiskanke sleepiness, sleepy eyes. Kui sunja (sunji-) to sleep; m. sleep: stlsa (sUsi-) to close the eyes; pl. action sttska (sski-); silsa Kang"
3292,164,"Ta.,Ma.",2,3,"Ta. tutam, tufavu a liquid measure. Ma. tufam id., 4 of an Idangari; tufaku a small earthen vessel holding two nari, chiefly for toddy. DED 2694."
3293,164,Ta.,1,2,"Ta. tufari, tofari sp. jujube, Zizyphus rugosa; a thorny straggling shrub, Scutia indica, Ma, tutari a thorn with edible fruit, Rhammus circumscissus; Z. jujuba, ete. [S. indica Brongn. = R. circumscissus Linn.] DED 2695."
3294,164,"Te.,Ta.,Ma.",3,20,"Ta. tuti (-pp-, -tt-) to quiver, tremble, throb, palpitate, be in great flurry or agitation, be eager, suffer acutely (hunger), be rude, mischievous, roguish, be fidgety, giddy, glitter; om quivering, trepidation, speed, quickness, acuteness of intellect, cleverness, industry, superiority, strength; tutituti (-pp-, -tt-) to be in a great flurry, fret and fume; tufippu flurry, diligence, trembling, palpi- tation, pride, arrogance, anger, whirl (as of a whip); tufiyan man of irritable temper, wicked mischievous person; tufukku insolence, surliness, wickedness, mischief, quickness, expedition, activity. Ma. tufikka to throb, quiver, splash violently. Ka, dudi to throb and pain as a boil; dudita throbbing (of boil); duduku to act sashly, without deliberation, impudently, violently, profligately or wick- ediy; . rashness, insolence. Tu, duduku, dudukutana hurry, rashness, violence, in- justice, pride; dudukuni to be rash or hasty, be violent, haughty; dunipuni to struggle, strive, flutter, flap the wings in agitation as a bird, bustle, be in a hurry; dunipely strug- gling, striving, fluttering, bustling; dunipele bustler, busybody. Te. duduku = rashness, inconsiderateness, precipitancy or precipi tation; todibadu to be perplexed, confused. DED(S) 2696."
3295,164,"Tu.,Ta.",2,7,"Ta. tutiyan industrious, busy person. Ka, dudi to labour, acquire by one’s labour or efforts; dudita acquisition, gain; dudime acquiring, requisition, gain. Tu. dudiyuni, dudipini to acquire, gain, earn, obtain; dudita, dudité gain, acquisition, property. ? Cf. 3524 Ta. toril. DED 2697."
3296,164,"Malt.,Tu.,Ta.,Ma.,Ko.,Go.,Kui",7,7,"Ta. tuti lip. Ma. cofi id. Ko. tuc id. Ka, tuti, (HavS. Hal.) todi id. Tu. dudi id., (B-K.) snout of an animal. Kor. (M.) tondi lip. Go. (M.) fote id. (Voce. 1523); (Tr) toddi (pl tork) mouth, face; (L.) toddi, foddi id; (A. Ch.) toddi, (SR. Y.) toddi mouth; (Ph.) tuddi, fudi mouth, face; (W.) tudi mouth; (G. M.) fodi, (Mu. Ma.) toddi, (S.) foddi, toddi mouth, face (Voc. 1527). Kui toda lip. Malt. toro mouth; toto beak, bill, Cf. 2664 Ta. cuntu, contu, and 3311 Ta. tuntam. / Connections among the NIA items in Turner, CDIAL, no. 5853. DED (S, N) 2698."
3297,164,"Tu.,Te.,Ta.,Ma.,Ka.,Kod.,Go.,Kui",8,9,"Ta. tuti a small drum shaped like an hour-glass; drummer; tufiyan drummer; tufu- mai a kind of drum. Ma. tufi a small drum shaped like an hour-glass. Ka. tudubu a kind of drum; (Hav.) dudi drum. Kod. dudi id. Tu. didumbu a big drum; (B-K.) dudi Adi Dravi- das’ long drum. Te. tudumu a kind of drum, tomtom. Go. (SR) tudum drum; (Grigson) turam kettle drum (Voce. 1740). Konda tirmi a small drum. Kui (K.) tudumi a kind of drum. /Cf. Mar. tudtim, tudaib a sort of kettle-drum. DED(S) 2699."
3298,164,"Skt.,Ta.,Ma.",3,3,Ta. tufi cardamom plant. Ma. tufi cardamoms. /Cf. Skt. trufi- small carda- moms. DED(S) 2700.
3299,164,"Ta.,Ma.,Ka.,Kol.",4,9,"Ta. tutuppu spatula, ladle, oar; tufuvai wooden ladle for taking ghee; (Koll.) tufippu boating stick (?). Ma. tutuppu stirrer, spatula, paddle. Ka. tudupu oar, flat wooden spoon. ? Cf. 3356 Ta. tura. DED 2701. 3300 7a. tufum-enal onom. expr. signi- fying jumping sound, as into water. Ka. dudum, dudhum imitation of the sound of a body suddenly falling or plunging into water; dudhum igi to plunge. Kol. dudm- (dudumt-) to swim. DED 2702."
3301,164,"Te.,Ta.,Ma.,Ka.,Ga.,Go.",6,41,"Ta. tufai (-pp-, -tt-) to wipe, wipe off, scour, scrub, sweep, brush, dry by wiping as wet hair, polish, rub, apply, wipe out, ruin, destroy; tutaippam broom, besom; tofai (-pp-, -tt-) to wipe, wipe off, dust. Ma. tutekka to wipe, rub off, clean, extinguish; tufeppam, tufeppu broom; tuteppikka to get something wiped. Ka. tode to smear, besmear, daub, anoint, rub on (as oil on the hand), apply (as whitewash), wipe, remove by rubbing (as tears), wipe off, remove, cfface, obliterate, destroy; todasu, todayisu, todisu to wipe, etc., cause to smear or apply to (as chunam, cowdung, etc.}; todaka smearing. Tu, todepuni, tudepuni to anoint, paint, smear, rub. Te. tud(ujcu to wipe, rub, sweep, clean as any surface, wipe off or away, rub off or out, sweep or sweep away as dust, ete., from a surface; tud(u)pu wiping, rubbing out, blotting out, scoring out or correction in writing; todayu to wipe, wash. Ga. (Oll.) turs- to rub. Go. (Koya Su.) turs- to dry the body with a cloth after bathing. DED(N) 2703."
3302,164,"Tu.,Te.,Ta.,Ma.,Ka.,To.,Kod.,Kui,Kuwi,Kol.",10,13,"Ta. tufai, tofai thigh. Ma. tuta id. To. twar id. Ka, tode id. Kod. tode id. Tu. tudé thigh, shank, side piece. Te. toda thigh; tunfi hip, haunch. Kol. dut (pl duft) hip. Kui (K.) dondo thigh. Kuwi (S.) tuntu hip. Cf, 2840 Ka. sonfa. DED (S) 2704."
3303,164,"Tu.,Te.,Ta.,Ma.,Ka.,Kod.,Go.,Kui",8,15,"Ta. tutfu money of the value of 2 or 4 pies, money. Ma. tuffu a copper coin = 20 cash or $ pice. Ka, duddu a copper coin, 4 of an anna; money. Kod. duddi 4 pice e pies); money. Tu. duddu a copper coin worth 4 pies, copper coin in general, money. Te, duddu a coin of the value of 2 pies, and in some places of 4 pies; money, wealth. DED 2705. 3304 7a. tuttu-kkaffai, tuf¢u-ttafi short club, Ka. dodde the bat used at tipcat. Te. duddu a stout stick, club, cudgel; dudda- garra a stout stick or staff. Go. (S. M.) dudu tuni [289] stick; (M.) diidi id., cane (Voc. 1568). Konda dudu stout stick. Kui dita stick, staff, rod. sd (Isr.) dudu carrying-stick. DED(S)"
3305,164,"Mand.,Te.,Ta.,Ma.,Ka.,Kui,Kuwi",7,24,"Ta. tuni (-v-, -nt-) to be sundered, cut, severed, be removed, be torn, become clear, resolve, determine, ascertain, conclude; com- mence; (-pp-, -tt-) to cut, sever, cut off; 7, Piece, slice, chop, fragment, bit, morsel; tunikkai small piece, slice; tuniyal, tunukku, tupukkai small piece as of flesh; tunivu ascertainment, certainty, determination, de- cision, conclusion, opinion; piece. Ma. tuni piece; tuniyuka to cut short, decide. Ka. tunaka, tunaku, tunuku, tulaku fragment, piece, bit. Te. tuniya piece, bit, fragment; funiyu, tundgu to be cut or broken to pieces; tun(u)ka piece, bit, fragment; tun(u)mu to cut; tuttuniyalu small pieces, bits or frag- ments; ? trufgu to break, fall in pieces, perish, die; ? t(ryuncu to cut to pieces, tear, break, kill (or trufgu, truncu with 3339 Ta. tura). Vk. tunke half portion (of bread). Go, (L.) tunki a piece (Voe. 1744), Konda tuns- (-t-) to be broken in pieces (as a stick), become worn out (as a cloth); tunp- to make holes (in clothes), break into small pieces (as a stick). Pe, {Un- (fUf-) to cut, slaughter, sacrifice. Mand. tin- id. Kui tunu (pl. ftinga) log of wood, large beam or block of wood. Kuwi (Su.) tun- (-h-) to cut (with axe); (F.) ttrhali to behead; (S.) tun- to slay; tlnh- to slaughter; tOnpu the slaughter; (Mah.) tunpu a cut; (Isr.) {Un- (-h-) to cut, kill. ? Cf. 3310 Ta. tuntam. DED(S) 2707. 3306 Ta, tuni Gv-, -nt-) to dare, venture; tunivu confidence, boldness, daring, bravery; tuniccal, tunikaram daring; tunikari (-pp"
3307,164,"Ta.,Ma.,To.",3,8,"Ta. tuni cloth for wear, hangings, pendants, decorations as of cloth, flag of a cat, bark-cloth. Ma. tuni cloth. Ko, tuny priest’s cloak (worn only at the milk-placing ceremony); Toda priest’s garment. To. tiny dairyman’s black garment of a single cloth. 5085 tuni cloth. Kor, (M.) tundu cloth. DED"
3308,164,"Malt.,Ta.,Ka.",3,19,"Ta. tunai association, company, help, assistance, support, protection, companion, escort, friend, pair, couple, husband, wife, mate, brother or. sister, comparison, simili- tude, conjugal union; (-v-, -nt-; -pp-, -tt-) to resemble, be like; tunaimai union, help, ability, power; tunaivan husband, friend, companion, minister, helper, assistant, brother, cousin; tunaivi wife, sister, heroine’s confidante, lady’s maid; tunar (-v-, -nt-; “pp-, -tt-) to cluster as flowers: 7. flower, bunch of flowers, pollen of a flower, bunch of fruit; tunari bunch of flowers; tunai (-pp-, -tt-) to string as a garland; tunaiyal garland, wreath of flowers. Ma, tuna match, com- panion, help, assistance, guard, convoy; tungan tunavan friend; tunekka to help, succour, protect, accompany. Ka. tone likeness, patity, equality. Kog. tone a person’s support (physical or another person). Malt. tunge to collect; tungre to be collected, assemble. ? Cf. 3563 Ta. toran. DED 2710,"
3309,164,Ka.,1,9,"Ka. dundage, dundige, dunduge roundly, round, roundness, state of being without corners, well-proportioned, regular, etc.; dundu id., a female’s holiow, plain bracelet; dundane, dundanna, dundane round; dundisu to become round, form round masses, move circularly. Tu, dundu round, globular. DED 2711. -"
3310,164,"Malt.,Tu.,Ta.,Ma.,Ko.,Kod.",6,19,"Ta. tunfam piece, fragment, bit, slice, small piece of cloth, section, division, compartment, small plot of field, piece of fish-meat; tunfi (-pp-, -tt-) to cut, sever, tear up, divide, separate, cut short one’s words, speak in few words, dispute, disprove, rebuke; be cut off, detached, broken; , detached piece of high land left waste; tuntu piece, bit, fragment, slice, section, division, strip, chit, ticket, smail piece of cloth, towel. Ma. tup- fam piece, bit, slice; tunfikka to cut to pieces, cut off as the throat. Ko. tund picce. To, tud id.; cloth worn from armpits to knees by Badaga woman (< Badaga tundu). Ka, tundisu to cut or break into pieces, make piecemeal; tundu fragment, piece, bit, a little. Kod. tund- (tundi-) to break (intr; thread, rope, flower-stem, tip); tundi piece. Tu. tundu, sundu picce, slice. 7e. tunta, tundamu piece, fragment; tundincu to cut, sever; tundu, tunde, tundemu piece. Py. funda strip of cloth used as bandage. Malt. turge to break (as a stick); turgre to be broken; tufgro broken. 7? Br, turinging - to become undone (of stitches), clear (of clouds), separate (of milk). ? Cf. 3305 Ta. tuni. DED (N) 2712. ,"
3311,164,"Tu.,Te.,Ta.,Ko.,Kod.",5,10,"Ta. tuntam beak, bill, nose, ele- phant’s trunk;” tonfai, tonfalam elephant’s trunk. Ko. dund ‘id. Ka, tondalu, tondlu, tondla, sundalu, sundil, sundila, sondalu, sondilu, sondlu id.; (Coorg) dundu face of a cow, beak. Kod. dundi snout, face (insult- ing). Tu. sundily, sondily elephant’s probos- cis. Te. tondamu id. Nk. sondam elephant’s trunk. Go, (L.) ondi id. (Voc. 406). Cf."
3314,165,"Malt.,Tu.,Te.,Ta.,Ka.",5,16,"Ta. tuti point, sharp edge. Ka. tudi extremity, end, point, top, tip; tuftfatudi, tuttatudi the very point or end. Tu. tudi point, end, extremity, top. Te. tuda end, extremity, tip; tudi end, termination; tuffa- tuda the very end or extremity; suda end, tip, point. Malt. tota point, poited. DED(S) 2716."
3315,165,"Ta.,Ko.",2,7,"Ta. tutai (-v-, -nt-) to be crowded thick, close, intense, abound, be copious; (-pp-, -tt-) to press together; 1. closeness, crowded state; ? tatai Gv-, -nt-) to be thick- set, crowded, densely packed; (-pp-, -tt-) to be full, abundant; ? tatumpu (tatumpi-) to become full. Ko. tod- (tody-) to cook (grain or flour) into solid mass by compressing it with a stick. DED(S) 2717."
3316,165,"Tu.,Te.,Ta.,Ma.,Ka.",5,11,"Ta. tutt¥ri a kind of bugle-horn. Ma. tuttari horn, trumpet. Ka. tutiri, tuttari, tuttitri a long trumpet. Tu. tuttari, tuttiri trumpet, horn, pipe. Te. tutar@ a kind of trumpet. /Cf. Mar. tutari a wind instrument, a sort of horn. DED 2718."
