word,count,n_source_files
पादः,7,3
सरस्वती,7,7
आरात्,7,4
शृङ्गिन्,7,6
चणे,7,6
चारणें,7,6
गोट,7,5
अपस्,7,5
्ग्न,7,5
ष्टत्र,7,3
कन्,7,6
हुई,7,5
ज्ञान,7,5
भगो,7,6
इचत,7,3
जात,7,5
कर्णदक,7,3
सोनारी,7,2
सोनें,7,3
वाम्,7,5
धर,7,7
खरबुजे,7,5
राखणें,7,5
फडाच्या,7,5
फडास,7,5
अन्त,7,3
प्रथमं,7,5
अंशुर्,7,1
सुिार,7,1
साळी,7,5
ण्डा,7,2
ताम्,7,5
देहस्य,7,3
अिवा,7,2
प्रकारे,7,5
स्वीकृ,7,6
पोतिार,7,2
पुलस्त्य,7,2
महान्,7,5
ज़्तस,7,4
ताण्ड्य,7,6
अयुध्वर्,7,3
ुण्वल्,7,6
र्ज्ञस्य,7,3
चादहए,7,1
ऊपर,7,3
रुद्रः,7,2
यद्द,7,2
असौ,7,6
बलुतेदमर,7,1
र्हमर,7,1
चमम्हमर,7,1
चौधरी,7,4
ठमकू,7,1
तेषाां,7,3
नाम्ना,7,3
रर,7,6
पदम्,7,4
पच्छप्र,7,4
वेदे,7,5
चारु,7,4
शत्र,7,2
हेस्त,7,4
पूवं,7,5
र्ार्वड,7,1
शृिमस्यस्त्य,7,5
ष्ठ,7,4
िैश्य,7,3
ष्टदेशादौ,7,2
दण्डमेव,7,2
यस्तत्,7,1
शेषः,7,3
अद्वभ,7,1
सकाशात्,7,4
शम्बिां,7,1
ईम्,7,6
अेग्र,7,4
भवुन्त,7,4
गोपाः,7,3
स्माह,7,3
अन्तस्,7,2
दशव,7,1
उत्तर,7,3
करणिक,7,2
कटकम्,7,4
समा,7,4
करणारा,7,2
भवत्रस,7,1
मेव,7,4
ग्न,7,4
गवाम्,7,4
ुरार्,7,1
अमृत,7,2
र्ाना,7,1
र्ोंद,7,2
यश्चायमध्यांत्म,7,1
तेज,7,3
भवग,7,2
परमवत्मव,7,2
तेन्म,7,2
करोतु,7,3
प्रश,7,2
कण,7,4
ुस्तत्,7,3
तदेव,7,3
मरणं,7,3
ग्नव,7,2
योग्ननकु,7,1
सत्र,7,5
भवप्तन्त,7,1
प्रथमे,7,4
वेृत्त,7,1
मेखलाुः,7,1
ेक्षत्रफलं,7,1
ेक्षत्रफलम्,7,1
योग्नजतं,7,1
सत्,7,4
प्रकारान्तरे,7,3
पश्व,7,2
पारद,7,1
मूखछश,7,1
जर्ाि,7,3
आसि्,7,3
इेन्द्रण,7,4
आनट्,7,4
सुिगे,7,2
सवत,7,3
बस्ा्,7,4
बलुतेद,7,1
नाहीां,7,4
तदतव,7,2
कामान्,7,2
िधनम्,7,1
जाए,7,2
तस्माद्,7,2
धाम,7,3
अपो,7,3
प्राणाुः,7,2
परमो,7,2
अुश्नते,7,3
विरु,7,1
मंह्य,7,4
अवभ,7,2
तेर्षां,7,1
तन्तस्मि्,7,3
रुःर्,7,1
ेच्छम्लदेशे,7,2
देशो,7,1
भ्वा,7,1
पूयर्ब्िेण्ड,7,1
इत्यवभधीर्ते,7,2
पुरिाः,7,3
ष्टन्तम्ल,7,1
स्मात्,7,2
बृिस्पण,7,1
वरीयिः,7,1
छन्दणस,7,2
देिान्,7,2
कमम,7,2
ष्टप्रये,7,1
शशांपी,7,1
िपुधातुट्ठवशेषट्ठनट्ठमितम्,7,1
मक्षिका,7,2
िस्त्र,7,1
दतधरे,7,2
आपिः,7,1
सतत्रिं,7,1
त्रीतण,7,1
त्र्यम्बकं,7,3
युगे,7,2
कलाबत्त,7,1
जामहे,7,1
अजः,7,1
एनम्,7,1
इन्वतु,7,2
अथिा,7,2
रथं,7,3
ितपथ,7,1
यस्,7,2
नित्रगुप्त,7,1
दान,7,2
ंधळा,7,1
मिसव,7,1
यद्वव,7,1
सोमवसो,7,1
जभार,7,3
इलि,7,1
निधमर्,7,1
वलए,7,1
किन,7,1
च्य,7,1
वाट,6,5
मलं,6,3
सोंघट्ट,6,5
सोंगािस्,6,1
लाव,6,6
पेंडकें,6,6
दम्,6,4
मेढर,6,3
मध,6,3
कथ,6,3
सन,6,4
येस्त,6,2
मेंढ,6,4
योगः,6,6
साोंगडेंर्,6,2
ेदृश्यन्त,6,6
कारोंण्ड,6,2
राक्षस,6,5
भूमौ,6,6
नृप,6,5
पण्,6,2
अशप,6,3
त्वष्टा,6,4
प्रथम,6,4
उदकम्,6,6
शधयः,6,2
अपाुं,6,2
कण्ड,6,4
अहि्,6,1
ऋतू,6,2
जन्मन्,6,6
खेण्ड,6,5
भवमि,6,1
अके,6,2
लागली,6,6
मेढेजोशी,6,5
बाय,6,4
लोहकारात्मजः,6,4
कणमक,6,3
ब्राह्म,6,4
पन्ज़्य,6,5
ह्या,6,5
उणा,6,6
अग्नीध्र,6,5
आम्ही,6,6
सवेषां,6,3
असुरस्य,6,3
वीरान्,6,1
माया,6,4
धृषता,6,2
बहुव्रीिौ,6,5
हृद,6,2
वैद्,6,4
थयः,6,2
वेज्रण,6,3
पुत्रो,6,4
ृस्म,6,5
वीयर्य्वान्,6,1
धृतराष्ट,6,3
एतेषां,6,2
चैव,6,4
उभे,6,5
स्वाथे,6,6
बली,6,3
णक,6,1
णशव,6,3
भगवान,6,4
वेन्द,6,4
हस्त,6,5
त्रम्,6,6
आणि,6,3
कोिंद,6,1
काांड,6,3
िर्सष्ठ,6,1
क्रतु,6,4
काांडें,6,1
भाांडें,6,5
लोखांडकाम,6,4
शङ्ृगी,6,3
अपस्मार,6,5
भास,6,3
मलां,6,2
षण्,6,2
भजते,6,5
ांगडणी,6,3
लोक,6,6
ब्रह्मा,6,5
लोखंडकाम,6,6
तत्सवं,6,2
कद्र,6,5
यदि,6,2
इन्,6,6
व्या,6,3
आकृ,6,5
बाहू,6,3
आिन्र्स,6,1
अुर्सन्,6,1
अभवत्,6,1
जगत,6,3
बहुषु,6,4
पाठात्,6,4
जग्राि,6,4
त्यम्,6,4
क्तः,6,5
पुरुषं,6,3
गतो,6,6
पारं,6,2
ब्राह्मणानां,6,2
इत्यस्मात्,6,5
एका,6,3
्स्व,6,6
आनाम्,6,5
अरूत्री,6,5
यमयमी,6,5
त्वष्टुर्,6,5
स्तोमं,6,6
कौटिटिकः,6,2
शृङ्गी,6,6
पाांटील,6,6
कारः,6,6
शक्ति,6,3
ष्णजन्मखःण्ड,6,3
रुद्रो,6,4
वाचस्प,6,5
दावी,6,5
डाांग,6,1
सांघट्टणें,6,2
म्हणे,6,5
असाम्,6,4
अत्नीस्,6,5
अन्धक,6,4
वज्र,6,5
दधीच,6,6
मुन्य,6,6
कल्क,6,6
वैहदक,6,3
रहूगण,6,2
देवेषु,6,4
नरा,6,5
वृषा,6,2
बसणें,6,6
िाम्हार,6,2
अक्,6,2
कौदटदलकः,6,2
मुदिक,6,1
खस॑ञ,6,5
मेथ्या,6,6
अरुण,6,3
वम,6,5
ढालपट्टा,6,5
हकारः,6,6
वगैरे,6,3
खोंडा,6,4
मत,6,5
फडफरमाश,6,4
मापानें,6,4
तथात्वम्,6,4
गृहम्,6,5
मेधो,6,5
ण्यत्,6,4
म्लेच्छ,6,2
पारदाः,6,3
राजञ,6,5
पण्य,6,4
चवष्ण,6,1
िरर,6,3
तस्या,6,4
बलुिें,6,1
मांग,6,1
ठाकर,6,4
मध्यम,6,6
शबर,6,5
हाउ,6,1
विप्पणी,6,2
मनः,6,3
कक,6,4
मादिक,6,1
शता,6,4
ऋष,6,3
र्वश्वकमाि,6,1
उदके,6,6
्भवः,6,4
त्रन,6,5
लाद,6,6
लेप,6,6
पहले,6,2
िादश,6,2
कल्पनीय,6,1
पुमः,6,3
अस्मान्,6,4
कल्पो,6,3
पोतदमर,6,1
ुर्लमिम,6,1
देशमुख,6,2
कौशिक,6,2
वस,6,4
सोमेन,6,4
नमसा,6,2
भागः,6,3
अहम्,6,5
सके,6,3
वाचां,6,1
अपांश्य,6,2
भागवते,6,3
नाना,6,6
प्रजाः,6,3
ध्रवां,6,1
ध्रवम्,6,1
काञ्चन,6,6
काञ्चनी,6,6
सुन्वते,6,3
सेना,6,6
लक,6,3
लख,6,3
ररक,6,3
ुर्स्त,6,2
कािंिळा,6,1
जािंगड़,6,1
अडलें,6,6
ववश्व,6,3
ैत्रधातवी,6,3
अयाः,6,1
तेजो,6,4
न्तस्त्रयाां,6,2
छण्,6,2
तेषाम्,6,2
आयस,6,2
उन्,6,3
अध्व,6,4
अद्वप,6,1
धनाद्वन,6,1
त्यत्,6,3
ऋिस्य,6,2
भद्राः,6,2
वध्र्यश्वस्य,6,1
अस्मासु,6,4
त्वमेव,6,4
विद्वशखस्य,6,1
विश्वस्य,6,2
ख्यातो,6,2
हनस्,6,2
नर,6,2
आकु,6,6
ल्यकारर,6,6
गृहः,6,6
शृतिन्,6,1
शृतिः,6,1
शृङ्,6,6
पेटा,6,1
मांड,6,4
धातुः,6,4
धात,6,4
लेखक,6,3
शङ्ृधगन,6,1
ृचोऽन्त्य,6,2
वृषभः,6,2
अेस्रमा,6,2
पत्मन्,6,2
नपाि्,6,2
कमर्न्,6,2
छान्,6,3
होळी,6,1
ब्रह्माण्डप,6,1
सेर्व्व,6,1
अैस्य,6,2
पञ्चमं,6,2
यश्चायमध्यात्म,6,1
त्तर्द्,6,1
थकयव,6,1
आथदत्य,6,1
युक्वः,6,2
शतव,6,2
माांर्ग,6,1
ुर्गरव,6,1
नतसरी,6,2
सरकारी,6,2
ृस्मतम्,6,4
फडिीस,6,3
फडपूस,6,4
ण्डिः,6,2
शृष्टिन्,6,1
शृष्टिः,6,1
प्रर्,6,1
ताडघः,6,2
शौल्बिकः,6,1
बिुतेद,6,1
र्भ,6,1
गुरि,6,1
गुलाुः,6,1
तुत्त,6,4
ण्डाग्नन,6,1
ताग्नन,6,2
ग्नतुः,6,1
गभारे,6,1
ंेक्षत्र,6,1
वृत्तकु,6,1
अत्राग्नप,6,1
ग्नत्र,6,2
नवाङ्,6,1
एके,6,5
ेण्डषु,6,1
पुर,6,4
शारदायाम्,6,1
एकं,6,3
पणं,6,3
प्रयेत्नन,6,2
पश्,6,2
बन्ध,6,5
सूतो,6,1
नह,6,1
पारदे,6,1
एतत्,6,3
उत्तमः,6,2
कदा,6,4
पश्यन्ति,6,2
सती,6,3
शयेध्व,6,2
लङ्,6,3
िजाम,6,2
इत्यत्र,6,4
तृन्,6,6
कोुंडण,6,2
भरका,6,2
उधानू,6,3
ढकार,6,3
माझा,6,3
अुंतुःपट,6,2
पोिादी,6,3
तायर्प्,6,2
सवयस्य,6,2
ड्य,6,2
ढाल्या,6,3
धक,6,1
भक्त्या,6,2
जश्रतेिः,6,1
उंक्थ,6,2
मििीते,6,2
अक्षरे,6,2
गजहा,6,1
ििजष्यािः,6,1
िेध्य,6,1
तजरीयं,6,1
िन्त्रािः,6,1
चतजथी,6,1
इत्या,6,5
पशजिज,6,1
सैव,6,1
अमग्नि्,6,1
गरुत्माि्,6,1
एकि्,6,1
साध्या,6,1
तादृशं,6,4
शेब्द,6,4
च्छ,6,5
दुेग्ध,6,1
त्वथथत,6,1
रह्म,6,1
द॒ध्ना,6,1
ग्राुंम्य॒,6,1
॒ध्न,6,1
ु॒भय॒स्य,6,1
ावु॑रु,6,1
सारघम्,6,1
देवस्त्वा,6,1
प्रसन्नवता,6,1
यन्नददुं,6,1
तदेनमनेन,6,1
उपयामगृहीतोऽन्नस,6,1
माधवश्च,6,1
पयसा,6,3
हैवास्य,6,1
घृतमन्तररिस्य,6,1
मध्वमुष्य,6,1
अिाय,6,2
प्राण,6,3
अग्नौ,6,1
मधुश्च्युन्निधनुं,6,1
स्वगो,6,1
लोकानाम्,6,1
भवन्नत,6,1
प्रचरत्वन्त,6,1
तैआ,6,1
वाव,6,1
सामनी,6,1
सुपां,6,3
ववुष्ः,6,1
वशरो,6,2
राध्यासं,6,1
णोतु,6,2
तावि,6,1
र्त्,6,3
सूंक्,6,1
चकयर्ष,6,1
इवार्सम्,6,1
अध्यवतष्ठत्,6,2
लौहमेर्,6,1
वह्,6,1
ेन्तच्छम्लत,6,1
पर्य्ायर्ः,6,1
गोमांसिादको,6,1
भुज्,6,2
गोधूमः,6,1
पयांणस,6,1
अण,6,1
पराका,6,1
गाविः,6,1
स्थानं,6,3
अक्षराणां,6,1
सकलं,6,1
समुद्,6,3
कमंव्यत्त,6,1
महीम्,6,2
मसीशः,6,1
नैव,6,2
काष्टल,6,1
ष्टवना,6,1
ष्टशवं,6,1
राजानं,6,4
ज्ञ,6,5
ददत्,6,2
अलुता,6,2
कणषक,6,1
पति,6,2
रोरवीति,6,1
ववधष,6,1
वत्सिः,6,1
क्येु्,6,1
तजगाति,6,1
मधाषनं,6,1
अणषिः,6,1
जु्न्त,6,1
वेत्,6,1
तशवातभिः,6,1
मानिः,6,1
जातम,6,1
रस्त्र,6,1
जघ,6,1
ससृजे,6,1
शी्ाष,6,1
टुभम्,6,1
ुवाष,6,1
देवानां,6,4
मधाषनम्,6,1
ङ्गप,6,1
शृटिन्,6,1
शृटिः,6,1
पोषकं,6,2
िरुणः,6,2
िावजनः,6,1
वक्र,6,3
देिेभ्यः,6,2
उपो॑,6,2
अस्तस्त्व,6,1
सिायवण,6,1
ाप्न,6,1
रत्नऽधातमम्,6,1
ध्माकारः,6,3
प्रपाठकः,6,3
स्थानकम्,6,3
शहरंण्य,6,1
तवां,6,2
क्षत्र,6,2
थशरः,6,1
थर्पथश्चतः,6,1
शयािवर्थत,6,1
इन्द्रवय,6,1
पीतये,6,1
भविता,6,1
मध्वः,6,1
युलोकात्,6,1
शानु,6,2
िलुतें,6,1
मिार,6,1
माुंग,6,1
मौजे,6,2
तिल,6,1
अ्र्,6,3
धार्,6,1
जज्ञ,6,1
ओहोऽ,6,1
क्षेत्र,6,1
दया,6,1
विष्,6,1
सुब्र,6,1
अन,6,1
यष्टृ,6,1
माक्षिकं,6,1
माक्षिकम्,6,1
प्रक्षत,6,1
आथवघर्स्य,6,1
मकाण्र्डे,6,1
शृयिन्,6,1
शृयिुः,6,1
भरट,6,1
धातॏ,5,1
गणा,5,5
कख़हं,5,1
वाटर,5,1
अवि,5,5
कडबा,5,3
दगिरी,5,3
धिड,5,4
ोंडणें,5,3
रुपेशाई,5,5
सडक,5,5
मर्िका,5,2
काोंोंस्य,5,3
क्वड,5,5
भाोंडें,5,3
ऋषयो,5,4
असुन,5,5
मरुतो,5,5
सूयाः,5,2
हरर,5,4
खर,5,4
खरोष्टी,5,3
अष्टार्श्र,5,2
मन्,5,4
उक्थ,5,5
वाजपेय,5,3
आरात्कलेरागमनं,5,3
अष्टविक्पालक,5,1
पप्रच्छ,5,2
तयोः,5,4
चन,5,4
ब्राह्मणः,5,4
