id,site,signs,pdr_reading,sanskrit,translation_yaj,coverage
2636.1,Mohenjo-daro,M324 M381 M050 M092 M002 M287 M011,kur-kur-pār-elu-kuṉ-kur-kaḷiṟu,tasavat-maram,The (lightning)throwing[√तस् मतुप्] Killer,1.0
2638.1,Mohenjo-daro,M324 M154 M303 M058 M001 M821,kur-kur-kur-ke-tōḷ-uḷ,rara ama-madam,May you all give[√रा लिट् 2p] us the mighty[RV] Soma[RV],1.0
2639.1,Mohenjo-daro,M324 M332 M050 M016 M111 M325 M285 M254,kur-intu-pār-kaḷiṟu-kur-kur-kur-tēṉ,sa-BAna-Basma-ram,The one appearing[Vedāntas] possessing(covered in) ash[=Śiva AV],1.0
2640.1,Mohenjo-daro,M324 M032 M349 M325 M060 M154,kur-koL-kur-kur-kāṇṭāmirukam-kur,damana-dahana,"O Subduer[MBh], O Destroyer[BhP]",1.0
2641.1,Mohenjo-daro,M324 M332 M283 M002 M297 M095,kur-intu-kur-kuṉ-kur-vē,talva-parRa,Scented[W] leaf[RV] [तल्व पर्ण also a Name ],1.0
2642.1,Mohenjo-daro,M086 M352 M011 M194 M364 M002 M301 M076,oru-tu-kaḷiṟu-kaṭ-kur-kuṉ-kur-naN,A-hala-vaha Sata-Dara,"O plough[TBr] bearer[MBh], O hundred[RV] (bows) bearer[MBh][MBh: daṇḍimuṇḍa = Śiva, SR: śatadhanvani]",1.0
2643.1,Mohenjo-daro,M324 M009 M194 M349 M013 M002 M385,kur-āṇ-kaṭ-kur-nakaram-kuṉ-kur,ravata-daSAn,The ones in the Roaring[ĀpŚr] state[R],1.0
2644.1,Mohenjo-daro,M217 M033 M316 M050 M364 M055 M002 M378,kur-puli-kur-pār-kur-miN3-kuṉ-kur,rava jahma-aYjan,O Roaring[√रु] bringer[RV 1.92.1] of water[Naigh],1.0
2645.1,Mohenjo-daro,M324 M096 M033 M316 M058 M364 M002 M385,kur-ōṭu-puli-kur-ke-kur-kuṉ-kur,ravaH maYja taran,The roarer[√रु अच्] who resounds[√मञ्ज् अच्] and transcends[√तॄ शतृँ],1.0
2646.1,Mohenjo-daro,M001 M309 M195 M002 M086 M035 M270 M032 M154 M230,tōḷ-kur-kur-kuṉ-oru-po-muḷ-koL-kur-kur,dA Sata-DAra-vahamayam,By the giver; bearing a hundred streams,1.0
2647.1,Mohenjo-daro,M858 M324 M009 M288 M325 M349 M346,nallavar-kur-āṇ-kur-kur-kur-kur,madana-bARa-raka,O who received[√रक् अच्] Kāma's[MBh] arrow[RV],1.0
2648.1,Mohenjo-daro,M324 M154 M355 M058 M230,kur-kur-lu-ke-kur,aSma-rARa,O bestower[√रा चानश्] of thunderbolts[RV],1.0
2649.1,Mohenjo-daro,M217 M033 M316,kur-puli-kur,ref:1112.1,,1.0
2650.1,Mohenjo-daro,M098 M093 M202 M072,āl-eTTu-can-mā,SanEH,gradually[RV],1.0
2651.1,Mohenjo-daro,M324 M175 M050 M032,kur-katir-pār-koL,ref:1480.1,,1.0
2653.1,Mohenjo-daro,M217 M552 M060 M256,kur-vē-kāṇṭāmirukam-kur,kam ASasan,O excellent[RV] slaughterer[आ √शस् शतृ],1.0
2654.1,Mohenjo-daro,M238 M324 M050 M325 M194,kur-kur-pār-kur-kaṭ,hAna-mAnasIH,Destroying[Śaṃk] Spirit[VS],1.0
2655.1,Mohenjo-daro,M324 M175 M364 M325 M208 M316,kur-katir-kur-kur-kur-kur,anna-aMSAn,Food[RV] portions[RV](=Annamaya kośa TUp),1.0
2656.1,Mohenjo-daro,M217 M058 M062 M060 M325 M293,kur-ke-erutu-kāṇṭāmirukam-kur-ta,mAna-ama-mammana,O honored[MBh] powerful[RV] ever meditating[√मन् यङि अच्] one,1.0
2657.1,Mohenjo-daro,M324 M094 M050 M032 M002 M032,kur-onpatu-pār-koL-kuṉ-koL,nAna vaSamayAn,"Ever protect [√नय् यङ्लुकि लोट् 2s] your obedient ones[Kathās, मयट्]",1.0
2658.1,Mohenjo-daro,M324 M086 M276 M325 M086 M355,kur-oru-kur-kur-oru-lu,rarARa varan,May the concealer[√वृ शतृ] roar[√रण् लिट् 3s] [SR: uṣṇīṣin],1.0
2659.1,Mohenjo-daro,M004 M003 M226,kēḷ-kalam-kur,dada-jaya,O giving[Pāṇ] victorious one[AV],1.0
2660.1,Mohenjo-daro,M301 M230 M062 M050 M073 M369 M174 M110,kur-kur-erutu-pār-kōṉ-kur-kur-kur,vaja-tama mama asama,"O the most strong[√वज् Suśr] one, my unequalled[RV] one",1.0
2661.1,Mohenjo-daro,M390 M032 M256,kur-koL-kur,kzarI,The one in flowing water[MBh; क्षर इनि; SR: pravāhya],1.0
2662.1,Mohenjo-daro,M217 M033 M316 M031,kur-puli-kur-kai,ref:1510.1,,1.0
2663.1,Mohenjo-daro,M090 M324 M050 M016 M031 M177 M226,aintu-kur-pār-kaḷiṟu-kai-na-kur,daDa-pa asamAna,"O protector of the Generous[Pāṇ], O incomparable one[Daś]",1.0
2664.1,Mohenjo-daro,945,[945],nfhan,Killer of Men[RV],0.0
2665.1,Mohenjo-daro,M324 M154 M005,kur-kur-kōṉ,ref:1489.1,,1.0
2666.1,Mohenjo-daro,M033 M368 M051 M325 M294,puli-kur-pū/puḷ-kur-kur,A-manana-A-manTa-ja,O one born[RV] of careful[RV] stirring[RV][=Soma],1.0
2667.1,Mohenjo-daro,M324 M309 M002 M050 M065 M283 M221,kur-kur-kuṉ-pār-kuTam-kur-al,Sapana-mava-mAna,O curse[AV] binding[√मव् अच्] meditator[√मान् अच्][avś 11.002.17],1.0
2669.1,Mohenjo-daro,M022 M011 M002 M385,kalam-kaḷiṟu-kuṉ-kur,rava-taya,O Roaring[√रु अच्] protector[√तय् अच्],1.0
2670.1,Mohenjo-daro,M324 M082 M032 M002 M170 M349,kur-pa-koL-kuṉ-kur-kur,daDa-vaha Ahana,"O giving[TBr 3.10.9-11] bearer[RV](Agni), O Killer[आ-√हन्]",1.0
2671.1,Mohenjo-daro,M324 M009 M092 M062 M002 M385,kur-āṇ-elu-erutu-kuṉ-kur,rava-matAn,The roarer[√रु अच्] approved[Yājñ] ones,1.0
2672.1,Mohenjo-daro,M324 M098 M031 M384,kur-āl-kai-kur,rA ina,O roarer[√रै अच्] O glorious one[RV],1.0
2673.1,Mohenjo-daro,M324 M073 M154 M060 M256,kur-kōṉ-kur-kāṇṭāmirukam-kur,kam damana,O excellent[śbr] Subduer[MBh],1.0
2674.1,Mohenjo-daro,M051 M364 M002 M050 M221 M217,pū/puḷ-kur-kuṉ-pār-al-kur,naSaM-vaha naman,Saluting[√नम् शतृॅं] the bearer[RV] of destruction[MW],1.0
2675.1,Mohenjo-daro,M324 M385 M231,kur-kur-kur,ref:1381.1,,1.0
2676.1,Mohenjo-daro,M324 M332 M283 M060 M230,kur-intu-kur-kāṇṭāmirukam-kur,aSma-parRa,O Heavenly[RV] Parṇa[RV](sacred tree),1.0
2677.1,Mohenjo-daro,M324 M368,kur-kur,ref:32.1,,1.0
2678.1,Mohenjo-daro,M050 M065 M393,pār-kuTam-kur,IriRam,desert[MBh; Sri Rudram iriṇya],1.0
2679.1,Mohenjo-daro,M324 M096 M002 M385,kur-ōṭu-kuṉ-kur,rava-trARa,The Roarer's[√रु अच्] protection[MBh],1.0
2680.1,Mohenjo-daro,M067 M026 M076,kōṭṭāṉ-mā-naN,asi-yAtA,By[ins.s.m] the one who moves[यात् RV 1.32.15] with swords[RV][Sri Rudram: asimad carat],1.0
2681.1,Mohenjo-daro,M217 M050 M265 M092 M002 M257 M898,kur-pār-kur-elu-kuṉ-kur-al,dah-vawa mammana,O burning[RV] surrounded[MBh] ever meditating one[√मन् यङि अच्](Rudra),1.0
2682.1,Mohenjo-daro,M324 M194 M031,kur-kaṭ-kai,ref:2499.1,,1.0
2683.1,Mohenjo-daro,M324 M154 M355 M058 M230 M001 M378,kur-kur-lu-ke-kur-tōḷ-kur,rezma-rAm,The Rainstorm[AV] bestower[Bhp],1.0
2684.1,Mohenjo-daro,M086 M016 M060 M230,oru-kaḷiṟu-kāṇṭāmirukam-kur,ref:1192.1,,1.0
2685.1,Mohenjo-daro,M324 M048 M325 M166 M290,kur-mu/muṉ-kur-kur-kur,madana-hAna,O Kāma[MBh] destroyer[Gaut],1.0
2686.1,Mohenjo-daro,M001 M048 M031 M002 M378 M325,tōḷ-mu/muṉ-kai-kuṉ-kur-kur,anarvA-maya,O unstoppable[RV] horse[VS][SR: aśva],1.0
2687.1,Mohenjo-daro,M268 M122 M003,kur-kur-kalam,ref:552.1,,1.0
2688.1,Mohenjo-daro,M324 M332 M349 M552 M003,kur-intu-kur-vē-kalam,jAhasa-Daran,O bearer[MBh] of intense laugh[√हस् यङि घञ्],1.0
2689.1,Mohenjo-daro,M217 M050 M092 M060 M378,kur-pār-elu-kāṇṭāmirukam-kur,rama-tman,The beloved[W] (universal) soul[RV][SR: Śiva śipiviṣṭa],1.0
2690.1,Mohenjo-daro,M324 M031 M061 M002 M385,kur-kai-ka-kuṉ-kur,ref:599.2,,1.0
2691.1,Mohenjo-daro,M086 M352 M062 M364 M002 M385,oru-tu-erutu-kur-kuṉ-kur,ravasa-madra,Roaring[RV] joy[Pāṇ],1.0
2695.1,Mohenjo-daro,M324 M175 M086 M061 M070 M032 M325 M385,kur-katir-oru-ka-vēl-koL-kur-kur,raRa-saha-trARa,O pleasing[RV] mighty[RV] protection[ChUp],1.0
2696.1,Mohenjo-daro,M086 M061 M324 M175 M058 M364 M060 M256,oru-ka-kur-katir-ke-kur-kāṇṭāmirukam-kur,kaMsa-mAntra,Of the (Soma) cup's mantras,1.0
2697.1,Mohenjo-daro,M086 M018 M001 M050 M117 M355,oru-nēr-tōḷ-pār-ar-lu,rara mAsaram,May you all give[√रा लिट् 2p] us the māsara gruel[VS],1.0
2698.1,Mohenjo-daro,M324 M110 M154 M303 M364,kur-kur-kur-kur-kur,samAvan,O who holds the season[AitBr] [alt: equable one; TS],1.0
2699.1,Mohenjo-daro,M324 M175 M050 M032 M002 M378,kur-katir-pār-koL-kuṉ-kur,ravasa-mAna,O one with roaring[RV] form[RV],1.0
2701.1,Mohenjo-daro,M324 M256,kur-kur,ref:1553.1,,1.0
2702.1,Mohenjo-daro,M086 M003 M002 M364,oru-kalam-kuṉ-kur,sva-cara,O one who wanders[√चर् अच्] on his own accord[RV],1.0
2704.1,Mohenjo-daro,M086 M016,oru-kaḷiṟu,ref:1.1,,1.0
2705.1,Mohenjo-daro,M086 M003,oru-kalam,ref:464.1,,1.0
2706.1,Mohenjo-daro,M324 M265,kur-kur,ref:282.2,,1.0
2707.1,Mohenjo-daro,M217 M193 M002 M295 M207,kur-ḷā-kuṉ-paṟ-kur,A-lava-han,O cutting[√लु अच्] killer[RV],1.0
2708.1,Mohenjo-daro,M217 M058 M060 M297,kur-ke-kāṇṭāmirukam-kur,lap-mana,O wailing[√लप् क्विप्] meditating one[√मन् अच्],1.0
2709.1,Mohenjo-daro,M090 M324 M010 M359,aintu-kur-paṭ-kur,u Ana,Indeed[RV] O prāṇa[Praśna Up. 2.9],1.0
2710.1,Mohenjo-daro,M217 M050,kur-pār,ref:282.2,,1.0
2711.1,Mohenjo-daro,M217 M062,kur-erutu,ref:282.2,,1.0
2712.1,Mohenjo-daro,M004 M005,kēḷ-kōṉ,ref:2054.1,,1.0
2713.1,Mohenjo-daro,M004 M031,kēḷ-kai,ref:1493.1,,1.0
2714.1,Mohenjo-daro,M436 M324 M194,mu-kur-kaṭ,sana,O giver[√सन् अच्],1.0
2715.1,Mohenjo-daro,M004 M843,kēḷ-iṉ,sadasya,O Sadasya (yajna priest)[TS; Rudra as yajna presider],1.0
2716.1,Mohenjo-daro,M090 M035,aintu-po,DA,The running one[nms of धन्],1.0
2717.1,Mohenjo-daro,M310 M094 M702,kur-onpatu-ci,antan,O one who binds(braids)[√अन्त् शतृ],1.0
2718.1,Mohenjo-daro,M004 M005,kēḷ-kōṉ,ref:2054.1,,1.0
2719.1,Mohenjo-daro,M090 M324 M154 M005,aintu-kur-kur-kōṉ,pAna,O ever protecting one[√पा चानश्],1.0
2720.1,Mohenjo-daro,M298 M091 M276 M032 M154 M359,kur-aru-kur-koL-kur-kur,u aSva-cala,"Indeed[RV], O who moves[MBh] on a horse[RV] [SR: aśvapati]",1.0
2721.1,Mohenjo-daro,M385 M495 M202 836 M325,kur-iṭ-can-[836]-kur,anta-nAra,O ender[RV] of men[Mn],0.8
2722.1,Mohenjo-daro,M161 M097,kur-ku,ref:2199.1,,1.0
2723.1,Mohenjo-daro,M324 M332 M349 M552 M002 M385,kur-intu-kur-vē-kuṉ-kur,rava-aha-Daram,"The Roarer[√रु], the bearer[MBh] of the day[RV]",1.0
2724.1,Mohenjo-daro,M090 M324 M009 M092 M062 M002 M385,aintu-kur-āṇ-elu-erutu-kuṉ-kur,ref:2283.1,,1.0
2725.1,Mohenjo-daro,M324 M053 M002 M378,kur-mi-kuṉ-kur,rava namAn,O Roarer[√रु अच्] may they bow (to you)[लेट् 3p Subjunctive],1.0
2726.1,Mohenjo-daro,M001 M061,tōḷ-ka,ref:530.1,,1.0
2727.1,Mohenjo-daro,M098 M241 M031 M060 M378,āl-kur-kai-kāṇṭāmirukam-kur,rama-anamanI,The beloved[W] one with the unbent bow[नमन इनि][SR: Śiva vijyaṃ dhanuḥ],1.0
2728.1,Mohenjo-daro,M324 M086 M276 M325 M081 M050,kur-oru-kur-kur-ve-pār,maha-anavaraM,The great[RV] excellent[RV] one,1.0
2729.1,Mohenjo-daro,M324 M061 M002 M385,kur-ka-kuṉ-kur,ref:132.1,,1.0
2730.1,Mohenjo-daro,M368 M172 M001 M378,kur-kur-tōḷ-kur,rAta,bestowed[RV],1.0
2731.1,Mohenjo-daro,M182 M268,kur-kur,ref:1790.2,,1.0
2732.1,Mohenjo-daro,M217 M062,kur-erutu,ref:282.2,,1.0
2733.1,Mohenjo-daro,M001 M324 M056,tōḷ-kur-miN4,mAnya,"Mānya, the Author of RV 8.67",1.0
2734.1,Mohenjo-daro,M202 M385 M903,can-kur-vi,ref:453.2,,1.0
2735.1,Mohenjo-daro,M090 M324 M009 M050 M002 M031 M342,aintu-kur-āṇ-pār-kuṉ-kai-ay/ā,BAva-mAna,O loved[MBh] and honored[MBh] one,1.0
2736.1,Mohenjo-daro,M099 M033 M324 M110,kol/koḷ-puli-kur-kur,vARija,merchant[YV] (Śiva),1.0
2737.1,Mohenjo-daro,M324 M384 M002 M086 M346,kur-kur-kuṉ-oru-kur,marva BAM,fill with[√मर्व लोट् 2s] shining[RV],1.0
2738.1,Mohenjo-daro,M098 M267 M378,āl-iN/in (genitive of)-kur,rAtEH,by the bestowed[RV],1.0
2739.1,Mohenjo-daro,M001 M033,tōḷ-puli,ref:85.1,,1.0
2740.1,Mohenjo-daro,M001 M320,tōḷ-kur,daya,O killer[√दय् अच्],1.0
2741.1,Mohenjo-daro,M324 M382 M032 M058,kur-kur-koL-ke,ref:1023.1,,1.0
2742.1,Mohenjo-daro,M098 M050 428,āl-pār-[428],yamI,(Yama's) twin sister[RV]; Yamuna,0.667
2743.1,Mohenjo-daro,M301 M456,kur-ay,ref:236.1,,1.0
2745.1,Mohenjo-daro,M324 M332 M335 M050 M032 M002 M378,kur-intu-kur-pār-koL-kuṉ-kur,rava sama-mfRan,"O Roarer[√रु], O constant[RV] killer[√मॄ शतृ]",1.0
2746.1,Mohenjo-daro,M065 M277 M073,kuTam-kur-kōṉ,mayaH,The horse[VS; SR: aśva],1.0
2747.1,Mohenjo-daro,M324 M316,kur-kur,ref:365.1,,1.0
2748.1,Mohenjo-daro,M086 M005,oru-kōṉ,ref:232.1,,1.0
2749.1,Mohenjo-daro,M241 M002 M384,kur-kuṉ-kur,ref:1906.1,,1.0
2750.1,Mohenjo-daro,M324 M365 M278 M061,kur-vāṉ-kur-ka,tayanam,Protection[√तय् ल्युट्],1.0
2751.1,Mohenjo-daro,M234,al,ref:47.1,,1.0
2752.1,Mohenjo-daro,M324 M636 M062,kur-vi-erutu,ref:1799.2,,1.0
2753.1,Mohenjo-daro,M004 M031,kēḷ-kai,ref:1493.1,,1.0
2754.1,Mohenjo-daro,M090 M324 M194 M058,aintu-kur-kaṭ-ke,maha-Ana,O great[RV] Prāṇa(breath)[T],1.0
2755.1,Mohenjo-daro,M098 M324 M009 M092,āl-kur-āṇ-elu,ref:534.1,,1.0
2756.1,Mohenjo-daro,M051 M002 M086 707,pū/puḷ-kuṉ-oru-[707],anarva-nAman,O unstoppable[RV] form[RV],0.75
2757.1,Mohenjo-daro,M842 535 M099 M004 M324 M482 M060 M256 M217 M050 M060 M001 M154,pōr-[535]-kol/koḷ-kēḷ-kur-pa-kāṇṭāmirukam-kur-kur-pār-kāṇṭāmirukam-tōḷ-kur,dAma-mana kaMsaM ca ASa nadan,"O Gift-presenter[RV, MBh √मन् अच्], May I enjoy[√अश् लिट् 1s, Bhag 9.20] this cup[AV] also roaringly![√नद् शतृ]",0.923
2759.1,Mohenjo-daro,M217 M033 M316 M062 M058 M364,kur-puli-kur-erutu-ke-kur,SaM-maYjana,O auspicious[RV] Roaring one[√मञ्ज् ल्युट्],1.0
2761.1,Mohenjo-daro,M324 M364 M058,kur-kur-ke,ref:467.2,,1.0
2762.1,Mohenjo-daro,M324 M332 M921 M060 M002 M041,kur-intu-ar-kāṇṭāmirukam-kuṉ-pēr,Anava-ama-Daran,O beneficent[RV] mighty[RV] bearer[√धृ शतृ],1.0
2763.1,Mohenjo-daro,M217 M062 M050 M032 M002 M385 M603,kur-erutu-pār-koL-kuṉ-kur-al,A-ravasa-mammana,O Roaring[MārkP] ever meditating one[√मन् यङि अच्](Rudra),1.0
2764.1,Mohenjo-daro,M090 M324 M032 M349 M325 M285 M683,aintu-kur-koL-kur-kur-kur-ōṭu,sa-BAna-dahana,O who burns[Hariv] with resoundingly[√भन् ल्युट्],1.0
2765.1,Mohenjo-daro,M324 721 M002 M301 M091,kur-[721]-kuṉ-kur-aru,cala-vaDam,The roaming[MBh] killer[√वध् अच],0.8
2766.1,Mohenjo-daro,M182 M276 894 M011 M226,kur-kur-[894]-kaḷiṟu-kur,dadat aSvada,O generous[√दा शतृ] horsegiver[Mn],0.8
2768.1,Mohenjo-daro,M324 M332 M070 M921 M215 M210 M002 M385,kur-intu-vēl-ar-kur-kur-kuṉ-kur,rava Ada-dasram,"O Roarer[√रु], O consuming[RV 10.4.4] accomplishing one[RV]",1.0
2769.1,Mohenjo-daro,M324 M210 M060 M058 M002 M385,kur-kur-kāṇṭāmirukam-ke-kuṉ-kur,rava-mAmAna,O Roaring[√रु अच्] ever-measurer(=traveler)[√मा यङि अच् (RV)],1.0
2770.1,Mohenjo-daro,M086 M017 M325 M060 M154,oru-kai-kur-kāṇṭāmirukam-kur,damana-hara,O subduing[MBh] seizer[MBh],1.0
2771.1,Mohenjo-daro,M324 M009 M092 M002 M316 M276,kur-āṇ-elu-kuṉ-kur-kur,vARavatAm,Of the Roarers[वाण मतुप् gen.pl],1.0
2772.1,Mohenjo-daro,M011 M342 M324 M194 M050 M364,kaḷiṟu-ay/ā-kur-kaṭ-pār-kur,Sama sam-Bawa,O Tranquil[MBh] with the warriors[MBh][SR: kṣayadvīra],1.0
2773.1,Mohenjo-daro,M804 M058 M056,kō-ke-miN4,mamna hanam,May you all remember [√म्ना लिट् 2p] the Killer[RV],1.0
2774.1,Mohenjo-daro,M086 M003 M002 M035 M091,oru-kalam-kuṉ-po-aru,Cada A vajra,O Protector[√छद् अच्] with[RV] the thunderbolt[RV],1.0
2775.1,Mohenjo-daro,M098 M150 M268 M055 M001 M150 M048,āl-kur-kur-miN3-tōḷ-kur-mu/muṉ,ama-yAjana-nayI,The mighty[RV] one with yajna facilitating[√यज् णिचि ल्युट्] conduct[MBh नय इनि],1.0
2776.1,Mohenjo-daro,M301 M230 M364 M002 M202 M518,kur-kur-kur-kuṉ-can-um,ama-nava-saham,The mighty[RV] praiseworthy one[√नु अप्; Kālid],1.0
2777.1,Mohenjo-daro,M188 M073 M086 M005,kur-kōṉ-oru-kōṉ,paramaH,The most excellent one[RV][SR: mahādeva][अः > ओ],1.0
2778.1,Mohenjo-daro,M324 M381 M058,kur-kur-ke,maram,The killer[√मॄ अच्],1.0
2779.1,Mohenjo-daro,M930 M804 M050 M060 M230,māṉ-kō-pār-kāṇṭāmirukam-kur,aha mama nahana-Arava,Indeed[ŚBr] my[RV] armed[RV] howling[Pāṇ] one [SR: Āyudhin],1.0
2780.1,Mohenjo-daro,M145 M324 M060 M154,miṭ-kur-kāṇṭāmirukam-kur,ref:2512.1,,1.0
2781.1,Mohenjo-daro,M384 M289 M182 M316 M320 M002 M385,kur-kur-kur-kur-kur-kuṉ-kur,rava-DAna damBa,O Roar[RV] holding[RV] Śiva[दम्भ MBh],1.0
2782.1,Mohenjo-daro,M217 M056 M002 M385,kur-miN4-kuṉ-kur,rava-mana,The roaring[√रु अच्] meditating one[√मन् अच्],1.0
2783.1,Mohenjo-daro,M090 M324 M050 M014 M002 M378,aintu-kur-pār-tiru-kuṉ-kur,ref:2699.1,,1.0
2784.1,Mohenjo-daro,M324 M061 M001 694,kur-ka-tōḷ-[694],Dak-Atana,O Destroying[√दह्] Roarer[आ-√तन्],0.75
2785.1,Mohenjo-daro,M145,miṭ,ref:602.1,,1.0
2786.1,Mohenjo-daro,M090 M324 M098 M091 M031 M226,aintu-kur-āl-aru-kai-kur,dada-aCinna,O uninterrupted[R] giver[RV 5.41.1],1.0
2787.1,Mohenjo-daro,M324 M519,kur-iṭ,ref:1326.2,,1.0
2788.1,Mohenjo-daro,M090 M324 M035 M346 M061,aintu-kur-po-kur-ka,ref:1518.1,,1.0
2789.1,Mohenjo-daro,M238 M324 M230 M060 M058 M013 M067 M270,kur-kur-kur-kāṇṭāmirukam-ke-nakaram-kōṭṭāṉ-muḷ,tAta-AtmA ama-Ahanasi,The father's[MBh] spirit[RV](pitis) in the mighty[RV] Soma[RV:आहनस् lms],1.0
2790.1,Mohenjo-daro,M324 M270 M155 M002 M679,kur-muḷ-ka-kuṉ-kō,A kavyatAm,Towards[RV] wisdom[RV 1.96.2],1.0
2791.1,Mohenjo-daro,M353 M001 M480 M090 M378,kur-tōḷ-vi-aintu-kur,rAsAya,For the Roarer[√रास् अच्] (dative as in prayers),1.0
2792.1,Mohenjo-daro,M324 M615 M495,kur-ci-iṭ,ref:2320.1,,1.0
2793.1,Mohenjo-daro,M002 818,kuṉ-[818],ref:466.1,,0.5
2794.1,Mohenjo-daro,M386,maṇ,ref:1900.1,,1.0
2795.1,Mohenjo-daro,M324 M332 M264 M056 M326 M315 M032,kur-intu-peN-miN4-kur-kur-koL,sahana-maTram,The Mighty[Nir] whirling(stormy) one[RV],1.0
2796.1,Mohenjo-daro,M090 M324 M332 M320 M359,aintu-kur-intu-kur-kur,ud-raRa,O superior(superlative)[AV] Roarer[√रण् अच्],1.0
2797.1,Mohenjo-daro,M217 M033 M316 M194,kur-puli-kur-kaṭ,SaM-jana,O auspicious[RV] creator[√जन् अच्],1.0
2799.1,Mohenjo-daro,M265 M086 M004 M002 M385,kur-oru-kēḷ-kuṉ-kur,rava-caram,The roaring[√रु अच्] wanderer[√चर् अच्],1.0
2801.1,Mohenjo-daro,M324 M482 M062 M002 944 M154 M011,kur-pa-erutu-kuṉ-[944]-kur-kaḷiṟu,taqanam manu-ama-han,O shining[√तड् ल्युट्] wise[VS] powerful[RV] killer[RV],0.857
2802.1,Mohenjo-daro,M324 M215 M510 M166 M359,kur-kur-um-kur-kur,ud-udDAna,O superior uplifting[Nitiprakāśaka Ch 3] one,1.0
2803.1,Mohenjo-daro,M004 M031 M202 M385,kēḷ-kai-can-kur,raRAya,For the Roarer[√रण् अच्],1.0
2804.1,Mohenjo-daro,M086 M018,oru-nēr,asra,(Rudra's) tears[R],1.0
2806.1,Mohenjo-daro,M211 M091 M062 M002 M385,kol-aru-erutu-kuṉ-kur,ravam acam,The roaring[√रु अच्] wanderer[√अच् अच्],1.0
2807.1,Mohenjo-daro,M324 M073 M316,kur-kōṉ-kur,A-naman,O one who is bending (the bow)[√नम् शतृ; Sri Rudram: āyudhāya anātatāya],1.0
2808.1,Mohenjo-daro,M378 M090 M324 M194 M325 M065 M123,kur-aintu-kur-kaṭ-kur-kuTam-kur,yAyanam SaraRam,Protector[RV] of the journey[√यय् ल्युट्],1.0
2809.1,Mohenjo-daro,M324 M194 M062 M002 M385,kur-kaṭ-erutu-kuṉ-kur,ref:729.2,,1.0
2810.1,Mohenjo-daro,M098 M043 M108,āl-mu-kaL,ref:2742.1,,1.0
2811.1,Mohenjo-daro,M324 M178 M256,kur-i-kur,Kadan,O destroyer[√खद् शतृ],1.0
2812.1,Mohenjo-daro,M086 M003 M060 M154,oru-kalam-kāṇṭāmirukam-kur,dama-cara,Subduing[MBh] wanderer[√चर् अच्],1.0
2813.1,Mohenjo-daro,M001 M095 M325 M849,tōḷ-vē-kur-ōṭu,rantya,O pleasant one[RV],1.0
2814.1,Mohenjo-daro,M324 M050 M003,kur-pār-kalam,ref:1332.1,,1.0
2816.1,Mohenjo-daro,M265 M217 M050 M060 M384,kur-kur-pār-kāṇṭāmirukam-kur,rama-manam,The beloved[W] one's mind[R; =manas],1.0
2817.1,Mohenjo-daro,M090 M324 M062 M289 M703 M060,aintu-kur-erutu-kur-ku-kāṇṭāmirukam,mAnam mAna,Respect[MBh] the meditator[√मान् अच्],1.0
2819.1,Mohenjo-daro,M324 M086 M276 M001 M060 M378,kur-oru-kur-tōḷ-kāṇṭāmirukam-kur,rama-AvaraRa,Delightful[MBh] concealer[Suśr][SR: uṣṇīṣin],1.0
2820.1,Mohenjo-daro,M324 M194,kur-kaṭ,ref:39.1,,1.0
2821.1,Mohenjo-daro,M217 M056 M060,kur-miN4-kāṇṭāmirukam,ref:1189.1,,1.0
2822.1,Mohenjo-daro,M217 M033 M316 M060 M378,kur-puli-kur-kāṇṭāmirukam-kur,ramaM-jAn,O joy[RV] producer[√जन् अच् RV],1.0
2823.1,Mohenjo-daro,M090 M324 M050 M326 M534 M230 M090,aintu-kur-pār-kur-aṉ-kur-aintu,A-sahana-mana,O almighty[Nir] meditating one[MBh],1.0
2825.1,Mohenjo-daro,M265 M324 M230 M838 M325 M092 M355,kur-kur-kur-kur-kur-elu-lu,rAhaRa-sahanam,The power[Nir] to separate[√रह् णिचि ल्युट्],1.0
2826.1,Mohenjo-daro,M324 M172 M032 M060 M230,kur-kur-koL-kāṇṭāmirukam-kur,asama-hAna,The unequalled[RV] destroyer[Gaut],1.0
2827.1,Mohenjo-daro,M217 M050 M002 727 M296,kur-pār-kuṉ-[727]-kur,saha-vaman,O who exudes[√वम् शतृ] endurance[RV],0.8
2828.1,Mohenjo-daro,M224 M324 M061 M002 M824,kur-kur-ka-kuṉ-māṉ,ravatam namA,May you bow[√नम् लेट् 2s] to the Roarer[ĀpŚr],1.0
2829.1,Mohenjo-daro,M265 M324 M482 M001 M230,kur-kur-pa-tōḷ-kur,ASAsanam,Prayer[Nyāyam],1.0
2830.1,Mohenjo-daro,M401 M002 M202 M342,vē-kuṉ-can-ay/ā,BaRa-vIH,Fond of the Roarer[√भण् Pāṇ;RV],1.0
2832.1,Mohenjo-daro,953 M385 M086 M035 M308 809 M033 M324 M332 M316 466 M217 M056 M062 M060 M002 M378,[953]-kur-oru-po-kur-[809]-puli-kur-intu-kur-[466]-kur-miN4-erutu-kāṇṭāmirukam-kuṉ-kur,rava-ama mammana sakzaRa-raRa jaWala-DAra rasa,"O one with the mighty[RV] roar[RV], the ever meditating one[√मन् यङि अच्](Rudra); O one victorious[RV] in battle[RV](Indra); O divine elixir[RV] who spreads the ocean[9.107.23 स॑मु॒द्रं वि धा॑रयो](Soma)",0.824
